premise,hypothesis,label
"Photographers hiding in cars peek out between rocky hills, waiting to take a picture of Madonna.",Paparazzi wait in cars to photograph Madonna.,0
A man is seasoning food on a grill and boils a stew.,A man boils a stew,0
A man is seasoning food on a grill while boiling other food. ,A man boils a stew,1
A gay male with his face painted rides by on a bicycle.,a gay man cycles,0
A woman in drag with his face painted rides by on a bicycle.,a gay man cycles,2
A man in a muddy field.,A man is sowing seeds,1
A man in a muddy field reaping crops.,A man is sowing seeds,2
A police officer in a black uniform and protective gear is on duty.,A police officer is working crowd control.,1
A police officer in a black uniform and protective gear is driving to a scene.,A police officer is working crowd control.,2
Time-lapse of a puppy playing in a living room.,A toddler is playing with dolls.,2
Time-lapse of a little girl playing with dolls in a living room.,A toddler is playing with dolls.,0
A smiling woman leaves her garden carrying two baskets full of produce on a bamboo pole.,woman coming from her garden,0
A smiling woman leaves a store carrying two baskets full of produce on a bamboo pole.,woman coming from her garden,2
"A man in shorts, t-shirt and a baseball cap reads in the back of a vehicle next to luggage.",A human sleeping,2
"A man in shorts, t-shirt and a baseball cap in the back of a vehicle next to luggage.",A human sleeping,1
Group of people watching men in matching clothes play baseball.,Two teams were playing baseball.,0
Group of people watching men in basketball uniforms play basketball.,Two teams were playing baseball.,2
A man in a green machine is cleaning a pump behind the Drake hotel.,A man is cleaning a pump in front of a building.,2
A man in a green machine is cleaning a plumbing device in front of the Drake hotel.,A man is cleaning a pump in front of a building.,1
Two women wearing green shirts are getting off of a bus discussing their plans.,Some women are talking about what they plan to do while getting off the bus.,0
A women are getting off a tour bus accusing each other of theft.,Some women are talking about what they plan to do while getting off the bus.,2
Several people stand by a broken roller coaster made to go through a loop in various ways.,The roller coaster is out of service and nobody can ride it.,0
Several people are by a roller coaster made to go through a loop in various ways.,The roller coaster is out of service and nobody can ride it.,1
A man in a black shirt and white shorts is standing with his foot on a chair at a table set up with a video recording camera and a green screen in the background on a movie set.,the man is a player,2
A man in a black shirt and white shorts is relaxing with his foot on a chair at a table set up with a table tennis net and a paddle in the background after a rally. ,the man is a player,0
A young boy stands behind a woven mat next to a roof of palm fronds.,A boy stands under shelter.,2
A young child stands behind a woven mat under a roof of palm fronds.,A boy stands under shelter.,1
"Two men near a building, one smoking and pulling off a leather glove, and the other man is standing wearing a blue construction helmet.",There are at least three people in the photo.,1
"Just two men near a building, one smoking and pulling off a leather glove, and the other man is standing wearing a blue construction helmet.",There are at least three people in the photo.,2
An elderly man reads a newspaper next to some garbage cans and a wall covered in advertisements.,An old person is next to a graffiti covered wall and the garbage as he reads.,2
An elderly man reads a newspaper next to some garbage cans and a wall.,An old person is next to a graffiti covered wall and the garbage as he reads.,1
A man seeing a big green wave holds a board.,A man on the beach is holding a surfboard.,1
A man eyeing a big green wave from shore grabs hold of his surfboard.,A man on the beach is holding a surfboard.,0
A group of four people in old clothes cleaning a hillside in front of a small town.,Four people are wearing blue,1
A group of four people in magenta clothes cleaning a hillside in front of a small town.,Four people are wearing blue,2
"Group of children, three boys, one girl making faces toward cameras held by their parents.",Kids are clowning while their parents take pictures.,0
"Group of children, three boys, one girl making faces toward a clown.",Kids are clowning while their parents take pictures.,2
This policeman is standing in front of a store.,This policeman is standing at a carnival.,2
This policeman is standing.,This policeman is standing at a carnival.,1
A man watches his two small children together in a pool.,A man is playing with his two children in a pool.,2
A man and two small children play games together in a pool.,A man is playing with his two children in a pool.,0
A woman wearing a blue shirt is walking past a bicycle.,There's a man walking outside.,2
A man wearing a large red shirt is walking past a bicycle.,There's a man walking outside.,1
Construction workers order one another beside a cement filled hole.,A group of construction workers relay orders to one another as they fill a hole with cement.,0
Construction workers stay silent with one another beside a cement filled hole.,A group of construction workers relay orders to one another as they fill a hole with cement.,2
A human is sitting in a chair while waiting for something.,There is a child in this picture,1
The picture is of only a man sitting in a chair while waiting for something.,There is a child in this picture,2
A man in a red blouse leans over a pool table with her cue in hand and an eight ball on the table.,A woman is playing pool.,2
A player in a blue blouse leans over a pool table with their cue in hand and an eight ball on the table.,A woman is playing pool.,1
A girl plays frisbee as the thunder strikes above her. ,The girl plays outside in the pouring rain.,0
A girl plays as the thunder strikes above her.,The girl plays outside in the pouring rain.,1
African woman with child writes math facts on a chalkboard.,the african woman writes the alphabet on a chalkboard with child,2
African woman with child writes on a chalkboard.,the african woman writes the alphabet on a chalkboard with child,1
People enjoy picnics in park on nice day.,It is warm outside,1
People enjoy picnics in park on a chilly day.,It is warm outside,2
A photographer snaps a quick photo of fast-pacing cheetah.,A photographer snaps a quick photo of a cheetah.,0
A photographer snaps a quick photo of a big cat.,A photographer snaps a quick photo of a cheetah.,1
A band consisting of two males and a female perform on stage in front of a giant red heart on Valentine's Day.,A band is performing on Valentine's Day.,0
A band consisting of two males and a female perform on stage in front of a giant red Santa on Christmas.,A band is performing on Valentine's Day.,2
Woman pilot dressed in blue sitting in the cockpit.,the woman is flying a plane,1
Woman pilot dressed in blue sitting in the cockpit high above the clouds.,the woman is flying a plane,0
A pitbull dog is biting another pitbull dog on the face.,Two dogs playing in the grass.,1
A pitbull dog is biting another dog playfully in the park.,Two dogs playing in the grass.,0
A traveler is heading somewhere in a vehicle. ,a person driving,0
A traveler checks into their motel for the night. ,a person driving,2
A Chinese farmer is yawning and sleeping while rain destroys his crops.,A Chinese farmer is being lazy and sleeping in a field,0
A Chinese farmer is sleeping.,A Chinese farmer is being lazy and sleeping in a field,1
Two men giving a presentation or speech to a group of individuals.,The people are inside.,1
Two men giving a presentation or speech to a group of individuals sitting in an amphitheatre.,The people are inside.,2
a man stands by himself at a busy crosswalk waiting for his turn to cross.,A man stands by himself on the street.,0
a person stands by himself at a busy crosswalk.,A man stands by himself on the street.,1
Man with a hat on bends over to pick up the soap from bathtub.,A man bends over outside.,2
Man with a hat on bends over to pick up his crying daughter.,A man bends over outside.,1
Two men are having a debate on a sidewalk.,Some people are having a debate.,0
Two men are ignoring each other on a sidewalk.,Some people are having a debate.,2
A surgeon hard at work with a basket that has her tools and is sometimes called a cherry picker.,the surgean is a woman,0
A surgeon hard at work with a basket that has his tools and is sometimes called a cherry picker.,the surgean is a woman,2
Two women sew a woolen blanket. ,Two women sew a blanket together.,0
Two women are sewing in winters. ,Two women sew a blanket together.,1
A woman in a dress walks through a rainstorm at night.,A woman in a pink dress walks through a rainstorm.,1
A woman in a pink dress walks through a rainstorm at night.,A woman in a pink dress walks through a rainstorm.,0
A boy pushing a miniature car on a lawn as his friend arrives.,A boy pushes a miniature car on a lawn while waiting for his friend.,0
A boy pushing a gigantic truck on a lawn.,A boy pushes a miniature car on a lawn while waiting for his friend.,2
two people with a brown dog in front of the ocean,The two people were sitting with the dog,1
two people with a brown dog sitting in front of the desert,The two people were sitting with the dog,2
A puppy is playing with a fuzzy slipper.,The dog is still a puppy.,0
A dog expected to give birth is playing with a fuzzy slipper.,The dog is still a puppy.,2
An older guy is winning at a game of chess with a young boy.,Two generations play an ancient game.,1
An older guy is playing a mobile game with a young boy.,Two generations play an ancient game.,2
A geisha lies in her bed.,the geisha is asleep,1
A geisha sleeps soundly in her bed.,the geisha is asleep,0
Two kids bounce on a large yellow ball indoors.,Two boys bounce on a large yellow ball indoors.,1
Two girls and two boys bounce on a large yellow ball indoors.,Two boys bounce on a large yellow ball indoors.,0
little boy looking at the scoreboard through a telescope on playground equipment with the sun glaring off the pole his hand is on.,a young boy burns his retina by stupidly looking at the sun though a telescope,2
little boy burns his retina looking through a telescope at the sun on playground equipment with the sun glaring off the pole his hand is on.,a young boy burns his retina by stupidly looking at the sun though a telescope,0
A woman dressed in winter clothes cutting down a tree in a snow filled field.,A man is cutting down a tree in a field.,2
A man dressed in winter clothes cutting down a tree.,A man is cutting down a tree in a field.,1
"A boy and his dog are on a trampoline, enjoying each others company.",a boy is standing,1
"A boy and his dog are sitting on a trampoline, enjoying each others company.",a boy is standing,2
A little boy jumping off a child diving board in the pool to his father.,A boy jumps of the kiddie diving board to his father.,0
A little boy jumping off a diving board in the pool to his mother.,A boy jumps of the kiddie diving board to his father.,2
A woman sees baby that looks like he's about to cry.,A woman is holding a baby.,1
A woman sees a baby across the room that looks like he's about to cry.,A woman is holding a baby.,2
Five people are standing in front of a wall overlooking a large body of water while they are holding papers over their left shoulder and over their backs.,A group of people hold musical instruments near a pond.,2
Five people are standing in front of a wall overlooking a large body of water while they are holding something over their left shoulder and over their backs.,A group of people hold musical instruments near a pond.,1
A group of young people watching a young lady and man perform a dance routine. ,People watch other people.,1
A group of people watch two dogs playing. ,People watch other people.,2
Two men in cowboy hats wrangling a bull at an empty rodeo.,The cowboys are courting a lady.,2
Two men in cowboy hats wrangling a bull at a rodeo to win over a lady.,The cowboys are courting a lady.,0
Youths dance together in a bright room with a a British flag prominently displayed on the wall.,Black youth dance together in a dark room.,2
Youths dance together in a room with a British flag prominently displayed on the wall.,Black youth dance together in a dark room.,0
A person in a crowd is expressing their opinion.,A woman in a crowd is expressing his opinion.,1
A lady in a crowd is expressing his opinion.,A woman in a crowd is expressing his opinion.,0
A gentleman in the background watches someone in the foreground demonstrate the technique for playing a game at the park on a sunny afternoon.,A man watches another man on a sunny afternoon.,1
A gentleman in the background watches the women in the foreground demonstrate the technique for playing a game at the park on a sunny afternoon.,A man watches another man on a sunny afternoon.,2
Men build dragon-shaped sculptures out of dark sand by the shore.,The men are in a sand castle building competition.,2
Men build castle-like sculptures out of dark sand by a body of water.,The men are in a sand castle building competition.,0
The rugby players are competing for the ball in a preseason game with onlookers nearby.,Rugby players are competing for the ball in the championship game.,2
The rugby players are competing for the ball in the championship game with onlookers nearby.,Rugby players are competing for the ball in the championship game.,0
Three people stand with fishing poles on the rocks near the lake.,The people are standing on the river bank.,2
Three people stand with fishing poles on the rocks near the river.,The people are standing on the river bank.,0
A German shepherd biting the  attack trainer.,A dog bites an arm.,1
A German shepherd licks the protected arm of an attack trainer.,A dog bites an arm.,2
A woman with sunglasses is sitting in the city reading a book.,A woman is reading a book.,0
A woman with sunglasses is sitting in the city and reading something.,A woman is reading a book.,1
The construction worker is drilling into the street near a street with no traffic.,the worker is in a busy city,2
The construction worker is drilling into the street near a street with heavy traffic.,the worker is in a busy city,0
A man is shaping a piece of wood in his car. ,The wood is in the man's workspace.,2
A man is making a piece of furniture at his workspace.,The wood is in the man's workspace.,1
A man with friends on a gravely beach.,A man is trying to enjoy his day off in solitude,2
A man by himself on a gravely beach.,A man is trying to enjoy his day off in solitude,0
A group of workers are eating on a lunch break.,The men are eating lunch.,0
A group of workers are eating in front of the metal frame of a future building.,The men are eating lunch.,1
Women security officers standing in a group with sunglasses on waiting for Vice President.,Women security officers standing in a group awaiting for President,2
Women security officers standing in a group with sunglasses on waiting for President.,Women security officers standing in a group awaiting for President,0
A man is moving a gurney full of medical supplies.,A guy is pushing a table full of medical materials to put away.,0
A man is noving a gurney full of groceries.,A guy is pushing a table full of medical materials to put away.,2
A man is hooking a line.,A male grapneling a line.,1
A man is throwing a line in the trash.,A male grapneling a line.,2
A girl goes down a red slide and she is excited.,The girl is excited,0
A girl goes down a red slide and she is scared.,The girl is excited,2
The old man has a long white beard and a yellow and black hat admired by many.,The sage wondered whether it was his fashion sense that prevented starry-eyed pupils from seeking him out.,2
The old man has a long white beard and a yellow and black hat and wonders if its because of this that prevented starry-eyed pupils from seeking him out.,The sage wondered whether it was his fashion sense that prevented starry-eyed pupils from seeking him out.,0
A snowboarder slides across an icy table while cooking.,The only thing visible here is a man cooking steak and potatoes.,1
A male snowboarder slides across an icy table while cooking steak and potatoes. ,The only thing visible here is a man cooking steak and potatoes.,0
A smiling young couple are strolling arm in arm down a Berlin street.,Two lovers walk together in Paris.,2
A smiling young couple are strolling arm in arm down a  street.,Two lovers walk together in Paris.,1
A man  sat alone reading a newspaper on a wooden outdoor bench.,A man is sitting next to a friend while reading a newspaper on a bench,2
A man reading a newspaper on a wooden outdoor bench while sitting next to a friend. ,A man is sitting next to a friend while reading a newspaper on a bench,0
People standing near water.,People are wearing yellow and purple.,1
People standing near water one is wearing yellow and one is in blue.,People are wearing yellow and purple.,2
The baby wearing the blue shirt is crying after eating all of his dinner.,the baby is crying because it is hungry,2
The hungry baby wearing the blue shirt is crying.,the baby is crying because it is hungry,0
"A crowd of people are sitting, they are mostly dressed in black",Some people sit at a funeral.,1
"A crowd of people are sitting, they are at a funeral.",Some people sit at a funeral.,0
"A skater with a light blue shirt, blue jeans, and rollerblades is grinding on a curved surface.",A guy is wearing rollerblades.,1
"A guy with a light blue shirt, blue jeans, and sneakers is grinding on a curved surface.",A guy is wearing rollerblades.,2
Men dressed up for some sort of event have huge gloom on their faces.,The men are smiling because they are happy.,2
Men dressed up for some sort of event have huge smiles on their faces as they happily enter the stage.,The men are smiling because they are happy.,0
A girl is blowing at a dandelion while swimming in a pool.,The girl is swimming in a pool.,0
A girl is blowing competition inside water.,The girl is swimming in a pool.,1
A seductive woman looking to entice a person.,The woman looks at the man.,1
A seductive man looking to entice a man.,The woman looks at the man.,2
group of old people at train station,People wait at the train station.,1
group of people at bus station,People wait at the train station.,2
Two boys are participating in a race.,A large crowd is watching a car accident during a race.,1
A couple of boys are in an accident during their grand prix.,A large crowd is watching a car accident during a race.,0
A white male in a purple shirt and black life vest is wave boarding and drinking lots of water around him.,The male is splashing lots of water,2
A white male in a purple shirt and black life vest is wave boarding and splashing lots of water around him.,The male is splashing lots of water,0
two ladies riding along,they are riding a horse,1
two ladies riding a bus,they are riding a horse,2
One boy stands pointing at another boy who is balled up on the floor while two girls are nearby.,The two girls laugh and play.,1
One boy stands pointing at another boy who is balled up on the floor while two girls laugh and play.,The two girls laugh and play.,0
a group of people sitting at an event.,People sitting at a sporting event.,1
a group of people sitting at a movie.,People sitting at a sporting event.,2
A group of six people stand outdoors.,Six people are in line for dinner.,1
A group of six people stand in line outdoors waiting for dinner.,Six people are in line for dinner.,0
A man in kitchen wearing an apron and using shaving cream,a man in the kitchen is making a shaving cream pie.,1
A man is kitchen wearing an apron and baking shaving cream in a pie,a man in the kitchen is making a shaving cream pie.,0
Someone dressed as a woman and a woman are laughing while walking down a city street.,A crossdressing man is outside with a woman.,1
A woman dressed as a man and a woman are laughing while walking down a city street.,A crossdressing man is outside with a woman.,2
A man sitting and holding a blue skateboard.,The man is about to go snowboarding.,2
A man standing and holding a blue snowboard waiting to make the jump.,The man is about to go snowboarding.,0
An asian girl holding cat under some text.,A girl holds a cat under English text.,1
An asian girl holding cat under English sentences.,A girl holds a cat under English text.,0
A girl is holding a bottle and a stuffed animal.,A girl holding a beer.,1
A girl is holding a wine and a stuffed animal.,A girl holding a beer.,2
A man in a field with an airplane in view trudges through a forest.,The man trudges through a swampy forest.,1
A man in a field with an airplane in view trudges through a swampy forest.,The man trudges through a swampy forest.,0
A woman wearing a Little Mermaid costume stands in front of a boy covered in cookie crumbs.,boy eats many cookies,1
A woman wearing a Little Mermaid costume stands in front of a boy on his third box of cookies.,boy eats many cookies,0
A dog runs through the living room.,A dog outside.,2
A dog is running.,A dog outside.,1
Group of Asian boys wait for fish to cook over barbecue.,The boys are cooking chicken.,2
Group of Asian boys wait for chicken to cook over barbecue.,The boys are cooking chicken.,0
two beautiful women stand next to a dog which is giving off a light mist.,Two models are doing a photo shoot by a fountain.,2
two beautiful models stand next to a fountain which is giving off a light mist for a photo shoot.,Two models are doing a photo shoot by a fountain.,0
A man is walking on a suspension bridge.,A man is walking over a tree to get across some water.,2
A man is walking on a downed tree to get across the water.,A man is walking over a tree to get across some water.,0
A dog is running in the field.,The dog is running through the forest.,2
A dog is running in the forest.,The dog is running through the forest.,0
"Men, wearing all black clothing, are lying on their beds in a motel as room service comes toward him and knocks on.",the men are asleep in the motel,1
"Men, wearing all black clothing, are sleeping in a motel as room service comes toward him and knocks on.",the men are asleep in the motel,0
On mass transit a young boy with a black backpack has fallen asleep in a shared seat.,The lady is sleeping on a stranger.,2
On mass transit a woman with a black purse is taking a nap on a stranger's shoulder.,The lady is sleeping on a stranger.,0
Two Black men are hoeing what seems to be a rough patch of dirt in their back yard.,"The two men are working for the city, trying to revitalize a local park.",2
Two city-worker Black men are hoeing what seems to be a rough patch of dirt in the rundown park.,"The two men are working for the city, trying to revitalize a local park.",0
A woman wearing a sweater and jeans is playing on a tire swing with two little puppies in an outdoor park.,A woman and two children are in the park.,2
A woman wearing a sweater and jeans is playing on a tire swing with two little children in an outdoor area.,A woman and two children are in the park.,1
Asian children are sleeping.,The children are sleeping on the racetrack.,1
Asian children are sleeping after preparing for a race on the racetrack.,The children are sleeping on the racetrack.,0
Two women are sitting on the sidewalk waiting for the bus.,Two women are homeless.,1
Two homeless women are sitting outside.,Two women are homeless.,0
Person standing upon a log in the forest is a hunter and is looking for an animal to hunt.,The hunter is looking for an animal to hunt.,0
Person standing upon a log in the forest is a hiker and is looking for his lost dog.,The hunter is looking for an animal to hunt.,2
An artist is working on a painting.,A person with a block of ice.,2
An artist is working intently on an ice sculpture. ,A person with a block of ice.,1
Thirty Three boys are searching for their gym bags in a library.,There is one more than just two boys in the library.,2
Couple of boys are searching for their books before their first class in a library.,There is one more than just two boys in the library.,1
Two young boys with sponge bats begin to play while an older girl is acting as the referee.,The boys are playing with sponge bats,0
Two young children with sponge bats begin to play while an older girl is acting as the referee.,The boys are playing with sponge bats,1
A man is in a protest with his friends.,People are participating in a protest.,0
A man is in some rally with his cat.,People are participating in a protest.,1
A man dressed all in white wearing a white mask on her face pretending to be a statue in a hospital.,The man is in a plaza.,2
A man dressed all in white wearing a white mask on his face pretending to be a statue.,The man is in a plaza.,1
A group of people on a roof looks below at several balconies which are present on the sides of a group of three apartment buildings.,The people are looking upward.,2
"A group of people looks from their vantage point at several balconies, also occupied by people, which are present on the sides of a group of three apartment buildings.",The people are looking upward.,1
Asian man wearing a white hoodie and gray pants standing with a microphone near a loudspeaker.,The shirt is a button up,2
Asian man wearing a buttoned shirt and gray pants standing with a microphone near a loudspeaker.,The shirt is a button up,0
A flourishing rice field near some buildings.,The rice is growing well this season.,0
A destroyed rice field near some new buildings.,The rice is growing well this season.,2
A young female in a tank top and shorts standing in an airport building.,The Girl is going to watch the plane fly by.,1
A female in a tank top and shorts standing in the middle of the airport tower.,The Girl is going to watch the plane fly by.,0
A boy scout troop stands at attention while a couple of uniformed men hold flowers in front of a flag.,The officers command the boy scouts.,0
A boy scout troop stands chatting while three uniformed men hold flowers in front of a flag.,The officers command the boy scouts.,2
A view of a straight road with a woman jogging along the side to prepare for a swimming session.,A female is jogging to prepare for the marathon.,2
A view of a straight road with a woman jogging along the side to prepare for a marathon. ,A female is jogging to prepare for the marathon.,0
A woman sitting in a laundromat looking at the ground.,A woman is modeling appliances for the camera.,2
A woman sitting in a laundromat during an ad shoot for the washing machines.,A woman is modeling appliances for the camera.,0
"The little girls, both dressed in pink, climb on the jungle gym.",Two little girls are climbing.,1
"Two little girls, both dressed in pink,  sit near the jungle gym.",Two little girls are climbing.,2
The man is holding ice in his hands and sitting down.,A man is sitting down holding the ice in his hands.,0
The man breaking the ice.,A man is sitting down holding the ice in his hands.,1
The woman is holding the girls hand near the TV inside.,The woman and child are outdoors picking berries,2
The woman is holding the child's hand near a bush while picking berries outside.,The woman and child are outdoors picking berries,0
A young girl wearing an apron standing on step stool cutting meat with a butter knife.,There is a young boy working in this picture.,2
A young child wearing an apron standing on step stool cutting meat with a butter knife.,There is a young boy working in this picture.,1
People are riding around on snowmobiles.,There is plenty of snow to have fun on snowmobiles,1
People are riding around on scooters as snow is thin.,There is plenty of snow to have fun on snowmobiles,2
"Two little girls in bathing suits sit on the shore of a lake, watching someone fishing at the shore.",Two girls are lying around watching a man in a fishing boat.,2
Two little girls in bathing suits sit on the shore of a lake.,Two girls are lying around watching a man in a fishing boat.,1
An asian man tries to cross a street with heavy traffic.,The man does not use the crosswalk,1
An asian man hurries across the crosswalk of a street with heavy traffic.,The man does not use the crosswalk,2
Three boys wearing yellow life vests floating in water.,Three boys floating in the water thanks to their life vests after their boat sank.,1
Three boys wearing yellow life vests floating in the water by their capsized boat.,Three boys floating in the water thanks to their life vests after their boat sank.,0
Several people are eating and talking while another sits at the piano.,A person is making music.,1
Several people are eating and talking while another refuses to play the piano.,A person is making music.,2
A man in blue pants is walking on a street.,The baby is moving.,2
A baby in blue pants is on a street.,The baby is moving.,1
One person on a city street building a memorial out of wooden plaques.,There are people on a street watching as someone speaking.,2
Many people on a city street building a memorial out of wooden plaques as one addresses them all.,There are people on a street watching as someone speaking.,0
A little boy being splashed by pepsi on his head,A little boy got splashed by soda.,0
A little boy being splashed on his head,A little boy got splashed by soda.,1
A group of men walk down a street and sees an all female group.,An all female group is on a desolate dirt road.,1
A group of men walk down the middle of a desolate dirt road  and sees an all female group on the road.,An all female group is on a desolate dirt road.,0
"Nadal celebrating, wearing a bright green headband",Someone wearing a bright green headband.,0
"Nadal celebrating, wearing an orange headband",Someone wearing a bright green headband.,2
a young boy wearing an orange helmet riding a bicycle on the sidewalk.,The boy is riding his scooter on the sidewalk,2
a young boy wearing an orange helmet riding a scooter on the cement sidewalk.,The boy is riding his scooter on the sidewalk,0
An animal leaps through a snowy field.,A dog is outside.,1
A dog leaps through the dining hall.,A dog is outside.,2
A person holding a stick out for a dog.,A woman carrying a stick.,1
A woman holding a ball out for a dog.,A woman carrying a stick.,2
A man standing in his home among friends.,The man is alone and naked at home.,1
A man standing in his home is naked among other people.,The man is alone and naked at home.,0
A brown dog with a green ball sits.,There is an animal outside.,1
A brown dog with a green ball sits in the toilet.,There is an animal outside.,2
Five figures standing backlit on a stage in front of a black curtain as they just finished performing.,A group of actors get ready to perform.,2
Five actors standing backlit on a stage in front of a red curtain as they are about to start. ,A group of actors get ready to perform.,0
A person walks past a brightly colored green and blue booth with ads on the street.,A man is walking through town.,1
A man walks past a brightly colored green and blue booth with ads behind him on the street of the town.,A man is walking through town.,0
Workers are on a boat.,Workers sailing away,1
Workers sail off on the ocean.,Workers sailing away,0
Two little girls holding apples near the street.,The boys are collecting apples to make applesauce.,2
Two little boys gathering apples for applesauce.,The boys are collecting apples to make applesauce.,0
An older man with white hair and beard reading a map as he is seated.,The man is sitting on a park bench.,1
An older man with white hair and beard reading a map as he rests on a park bench.,The man is sitting on a park bench.,0
A young girl makes music as she looks down at an older book.,A girl is playing the guitar.,1
A young girl plays the guitar as she looks down to read reading the notes.,A girl is playing the guitar.,0
A man wearing a black shaggy hat is holding a drum that says Premier on it.,a drum has been placed atop a scantily dressed man,1
A man wearing a black shaggy hat and nothing else is holding a drum that says Premier on it.,a drum has been placed atop a scantily dressed man,0
A bartender is pouring something.,a bartender pours beer,1
A bartender is pour a wine.,a bartender pours beer,2
A parade float has only white bear on it.,The white elephant makes up the majority of the float.,2
A parade covered almost entirely by a white elephant.,The white elephant makes up the majority of the float.,0
Band on a stage with a screen in the back.,People are watching a screen with a band on stage.,1
Band on stage and people are not watching the screen,People are watching a screen with a band on stage.,2
A frowning woman talks on a cellphone.,A person calls her parents to let them know she got a new job.,2
A woman talks on a cellphone with her parents informing them of her new job.,A person calls her parents to let them know she got a new job.,0
A couple of musicians are at an outdoor gig.,The musician were smiling as they enjoyed the music.,1
A couple of musicians are making fun of a poor outdoor gig.,The musician were smiling as they enjoyed the music.,2
A man riding an animal with an advertisement asking you to place your ad on the back of his ride.,The man is riding an elephant.,1
A man riding an elephant with an advertisement asking you to place your ad on the back his ride.,The man is riding an elephant.,0
A biker in a white helmet is being forced to ride on top of some sand by a fence at the beach.,Bill likes to ride his bike on the beach.,2
A biker in a white helmet happily rides on top of some sand by a fence at the beach. ,Bill likes to ride his bike on the beach.,0
"A person in blue with the word ""FRANCE"" on her back is shooting a rifle to the left.",An archer fires a bow in a world championship match.,2
"A person in blue with the word ""FRANCE"" on her back is shooting a bow and arrow to the left in the world championship.",An archer fires a bow in a world championship match.,0
A boy in red pants runs through a crowded transportation hub as he is late.,the boy never comes on time in his lifetine to catch the bus,1
A boy in pants runs through a crowded transportation hub as he is always late.,the boy never comes on time in his lifetine to catch the bus,0
The white dog with black spots is catching a red meat.,The dog is playing fetch at the park.,2
The white dog with black spots is catching a red Frisbee while playing in the park.,The dog is playing fetch at the park.,0
"A large crowd of people are walking for the cure on a gray, overcast day with a blue car heading in the opposite direction and a huge crowd of people are nearby. ",A huge crowd of people are filling the seats at a basketball game.,1
"A  huge crowd of people are filling the seats at a basketball game on a gray, overcast day with a blue car heading in the opposite direction.",A huge crowd of people are filling the seats at a basketball game.,0
A person is snowboarding wearing a black helmet while people gather for other activity.,An auction is taking place.,1
A person is snowboarding wearing a black helmet while people gather for an auction.,An auction is taking place.,0
"Two horses, one wearing a yellow shirt and one wearing a red shirt, are being pulled.",Two horses being pullled by women.,1
"Two horses, one wearing a yellow shirt and one wearing a red shirt, are being by sisters.",Two horses being pullled by women.,0
"A little boy in a blue shirt and blue jeans is pushing the swing of his siamese twin, a little boy in a red shirt and blue shorts.",The boys are siamese twins connected at the toes.,1
"A little boy in a blue shirt and blue jeans is pushing the swing of his siamese twin joined at the toes, a little boy in a red shirt and blue shorts.",The boys are siamese twins connected at the toes.,0
A woman in a wetsuit is throwing a dog up in the air and is ready to catch him.,A man is playing with a toddler.,2
A man is throwing a toddler up in the air and is ready to catch him.,A man is playing with a toddler.,0
A skateboarder makes a  perfect jump while someone films it.,The skateboarder landed the jump perfectly.,0
A skateboarder makes a terrible jump while someone films it.,The skateboarder landed the jump perfectly.,2
Boys and adults at a game.,They are watching soccer.,1
A child at a baseball game.,They are watching soccer.,2
"A bald man with a beard is playing a saxophone in a brightly-lit room, with pictures on the wall behind him.",The room is well-lit.,0
"A bald man with a beard is playing a saxophone in a room, with pictures on the wall behind him.",The room is well-lit.,1
Boy takes photos inside.,Sad boy takes photos outside.,2
Depressed boy takes photos outside.,Sad boy takes photos outside.,0
A man on inline skates does a trick on a cracked concrete ramp in a building.,A man is skating outside on a ramp.,2
A man on inline skates does a trick on a cracked concrete ramp in a cemetery.,A man is skating outside on a ramp.,0
A dog wearing a blue leash rides a motor vehicle.,A dog is rideing a car,1
A dog wearing a blue leash rides on a red wagon. ,A dog is rideing a car,2
Students are standing  getting drinks.,The people are outside.,1
Students standing are standing at the cafetaria counter getting drinks.,The people are outside.,2
A man holding singing his lecture.,A singer performs in front of a crowd.,1
A man performs a song in his lecture.,A singer performs in front of a crowd.,0
Two men in plaid shirts are lassoing a calf.,Two men on top of horses,1
"Two men in plaid shirts driving cars, and they are lassoing a calf.",Two men on top of horses,2
A woman with blond-hair and wearing a pink top is singing in a club.,The man wore a grey top to the club.,1
A man with blond-hair and wearing a grey top is singing in a club.,The man wore a grey top to the club.,0
A black woman wearing a yellow shirt is talking while taking a snapshot.,The woman in the yellow shirt is talking to her friend.,1
A black woman wearing a yellow shirt is telling her friend about taking a snapshot.,The woman in the yellow shirt is talking to her friend.,0
A woman who is bent over with one of her shoes off about to put on a sock.,A woman holds a band aid.,2
A woman who is bent over with one of her right shoe off to put on a band aid.,A woman holds a band aid.,1
A man is sitting on the ground next to a rope that is attached to a bike while surrounded by people. ,A man is sitting on the ground,0
A man is next to a bike while surrounded by people.,A man is sitting on the ground,1
A little girl in a yellow dress lays on a wooden floor surrounded by books.,A girl is laying on the floor next to flowers.,2
A child in yellow clothing lays on a wooden floor surrounded by flowers.,A girl is laying on the floor next to flowers.,1
A man is crouched down on a surfboard and is being pulled along in the ocean.,the man is at the beach,0
A man is crouched down on a skateboard and is being pulled along in the water.,the man is at the beach,2
Two men on red motorcycle riding with a group of motorcyclist.,Two men on red motorcycle riding with a group of motorcyclist.,0
Two people on peach motorcycle riding with a group of motorcyclist.,Two men on red motorcycle riding with a group of motorcyclist.,2
A man acting silly with pillows at a party.,A man is using a pole.,2
A man acting silly with something at a party.,A man is using a pole.,1
