premise,hypothesis,label
"A Jewish man wearing glasses, button up long blue shirt getting desserts on the table",The man is getting something sweet.,0
A brown dog leaps into a swimming pool.,A brown dog is laying on the ground.,2
Two people walk down the street in a blur of motion.,two people are walking,0
A woman using a whisk to blend the liquid contents in a measuring cup.,The woman prepares eggs for an omelet.,1
A woman is holding a bouquet of tissue paper flowers while two men look on from the porch.,Two men watch a woman holding tissue paper flowers.,0
"The girl is wearing a white shirt with pink skirt, and she is standing in front of a house.",The girl is outside of her home.,1
A runner is participating in a run session or race along a desolate stretch of country road.,The runner is in a city.,2
A woman who is fixing her computer while showing her daughter what it is doing.,A woman's daughter wants to learn about computers.,1
A man with a can walks past a painting of a construction scene.,Women are seated at a diner.,2
People watching two women wearing red and black dancing at a tavern.,Two woman are drunk and dancing.,1
"A snowboarder performs a jump on the clean, white snow.",a snowboarder using a burton snowboard performs in the snow,1
"Many people busily working, watching a presentation, or talking to each other.",Many people are busy working on many very important projects.,1
A Woman is looking through a telescope while wearing a red coat.,A man is peeping with binoculars.,2
A blond child wearing a gray shirt with purple flowers is using an orange toothbrush to brush their teeth.,A kid is cleaning their teeth.,0
"Young girl in a blue dress walking on the sand, with 2 children in the background walking by the trees and brush.",The girl is sleeping.,2
A man or older boy is standing up in a blue and white speedboat that's parked in a driveway.,"A young man stands in boat, while outside.",0
A boy in a white shirt walks in the ocean.,A boy going to relax in the ocean.,1
A man grips onto his walking stick as he hikes the rough terrain.,A man grips onto his walking stick as he hike the mountain.,1
A man in white shirt and jeans leans over with locked legs to paint the top of a building overlooking a gated yard.,The man is Clint Eastwood,1
A young woman and an older man are making food at a street market.,Two people are cooking at McDonald's.,2
A young man in a black t-shirt with a green hat standing.,A naked old man sitting.,2
"Person standing atop of a plateau, sun setting along the puffy white clouds over the horizon, above the blue ocean.",The sun is rising over the ocean.,2
A large group of men in military garb standing on a field with a crowd behind them.,if the men sneeze they bounce like a gimmy bear,2
Girl outside holding a pink flower that matches her top and smiling.,A small girl smiles with a flower.,1
Little boy in a red Radio Flyer Town and Country wagon.,A wagon has very large wheels.,1
In a science museum looking through a telescope.,A person is looking through a telescope in a museum exhibit.,0
An aircraft stands on cement by workers in yellow vests.,The workers are near an aircraft.,0
A couple of people in white sit in a subway car going through a bright orange station.,The people are going to work.,1
A horse or mule is pulling a man in a cart down a paved road.,A man is driving a pickup truck.,2
People in costumes are walking around in the street.,People dressed in costumes are outdoors,0
A blond girl sits with her instrument looking off in the distance.,the girl is climbing a tree,2
Two young girls in purple dresses by a body of water.,Children standing outside.,0
A dog that looks much like a coyote jumps into the air over a grassy field to catch a tennis ball.,A cat jumps to catch a tennis ball.,2
A tall man with a bright colored coat looks down as he stands in a marketplace.,A tall man stands guard at a vault door.,2
A woman wearing a bright yellow jacket and hat stands on a busy street while others walk by.,A woman is in front of a cozy fireplace in the library.,2
A bricklayer smoothing out concrete.,Someone is smoothing concrete.,0
"A smiling man with long hair and a beard is standing outside, wearing a teal jumpsuit, a hat, and protective ear-gear.",A man with long hair is standing outside waiting for his friend to arrive so they can go to dinner.,1
A blond-haired child squeezes paint onto a spinning wheel.,A great person squeezing,1
Many men on the back of a pick up truck going down a road.,A truck full of women is going down the road.,2
A man wearing a helmet has his hand up in the air and is shouting in a similar way the crowd behind his doing.,two men sit contemplatively,2
A man and two children sleeping.,The man is drinking a beer in a pub.,2
a man points to a projected image of a Firefox page at a conference.,the man was showing a image,0
"An aerial view is on the top of two women, one older, one younger, who seem to be making something to eat at a public showcase.",Two ladies watching a movie.,2
Five children sitting on a set of steps that are located outside.,Several kids are standing outside near the stairway.,2
"A man walks down the sidewalk in his baseball cap with a bag that reads, ""Earth in the Balance"".",The man in the baseball hat is carrying a tote bag.,1
"A group, dressed in scuba gear, is sitting at the bottom of a pool.",People are at a pool .,0
Two teams of boys playing soccer and one boy is up in the air with the ball behind him.,A boy kicks the ball away from opponents at a soccer game.,1
The man and the woman are sitting at a table in a food court.,The man and woman are at a mall.,1
A man in a black shirt prepares to perform in front of a microphone.,A man is cooking at home.,2
A young man demonstrating his prowess in the martial arts for his girlfriend as she sits on a concrete wall that is part of a general seating area.,His girlfriend is uninterested in his moves.,1
A dog plays on the beach.,A dog plays by water.,1
A man sitting next to tires in a showroom containing race cars lined up with hoods opened.,A man is sitting next to tires.,0
"A man in a black jacket, burgundy shirt and blue jeans, walking past a newspaper vendor stand in a crowded subway station.",a boy wearing a jacket and jeans shuffles past a vendor in a busy train station,0
The little girl wearing blue jeans and a pink shirt is practicing hopping for the camera.,The little girl is demonstrating her special hopping trick.,1
Two young ladies review the pictures taken in their digital camera.,Two young ladies are running.,2
Some people are walking on a walkway in front of a mural on the side of a building.,People are walking,0
Men playing a sport during a sunny day.,A bunch of guys are sitting around on a cloudy day.,2
An older man is doing a karate pose.,a man sleeping on a couch,2
Four people looking through a fence at something.,The people are all blind and hopping on pogo sticks.,2
A group of laughing people on a red couch.,Someone has told a joke.,1
A Girl with long brown hair standing outside.,A girl has long light brown hair.,1
a man and woman cook in a kitchen painted red.,The people are cooking breakfast.,1
Three children are playing in sand near to the beach.,The children are building a sand castle.,1
A woman using a whisk to blend the liquid contents in a measuring cup.,The baker is icing the cake.,2
"A young man in a gray t-shirt, wearing glasses, is smearing something white on a colorful, decorated wall.",A man is smearing something on a wall.,0
A female swimmer wearing a swim cap and nose clips moves slowly through the water is seen from below.,A woman dives into water.,2
A man in a black hat and blue shirt juggling.,A man is juggling,0
A ceremony with fired guns startles young children dressed in white and red.,A man uses a drill.,2
Mixed crowd playing a board game.,A crowd of people play Monopoly.,1
Three young boys playing in the woods.,Three young boys play video games in their bedroom.,2
A gut wearing a plaid shirt with a mustache selling fish at a market.,Man selling fresh caught seafood,1
A man in a black shirt and blue jeans crawls on a table.,A man wearing a black t-shirt.,1
A surfer rides out the green and white waves.,A surfer is in the water.,0
A woman enjoying some food with her thumb in her mouth.,Woman talking on telephone.,2
A young women in a green shirt and blue shorts is walking past a man with a grocery card full of clothes.,the young women is wearing green shorts and a blue shirt,2
Two baseball players with black caps and red uniforms are playing baseball.,The two baseball players are winning,1
There is snow on the ground and a bit on the roof of Adirondack Express.,The Adirondack Express and ground are covered in snow.,0
"Three young girls are having fun, jumping and playing on the sidewalk.",The girls are playing hopscotch.,1
Man paddling in blue kayak in the water.,The man is sitting in the kayak.,0
People unloading goods from a truck.,"The people are sitting outside, eating ribs.",2
"A young child dressed in a yellow plaid shirt and a blue hat, sits and stares out at the water.",The child would like to swim.,1
Two men having an intense discussion over drinks.,Two men discuss a poker debt.,1
A large group of youths in similar red and white outfits play musical instruments in a stadium.,the students are asleep,2
"Two men dressed in white shirts button down shirts, white hats, with blue scarves tied around their necks",They are going to church,1
A kerchief-wearing man is sweeping debris at an event.,The event is a prom.,1
A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.,"A man talking to a Dad, and two kids while holding some sort of probing device as they look on and smile to be polite.",1
A man with sunglasses is helping a child with sunglasses slide down a slide.,Two people on a slide.,0
An old man with a red scarf reading a newspaper on the subway.,The man is wearing a heavy coat.,1
little girl walking with purse and doll,The little girl is sitting.,2
A group of children are playing on swings.,Some humans,0
A woman wearing a purple dress and black boots walks through a crowd drinking from a glass bottle.,The woman is drinking from a plastic bottle.,2
"A couple of african children are wearing balloon hats, and are gazing at something.",The children have part of their head covered by balloons.,0
A person sitting outside facing a mountain sitting on a bench.,A person is standing by a mountain.,2
"A woman in a black shirt sitting behind a booth with a sign that reads ""Programmes & Ice Cream.",A woman sleeps on a couch.,2
"Two guys, one wearing a Hawks jersey and the other wearing a Bulls jersey, are playing basketball.",Two men are playing with a ball.,0
"Little boy about 5 or 6 years old wearing dark blue, dripping wet in either a lake or river.",A young boy is swimming in a lake.,1
A surfer in a blue wetsuit catches a wave while spectators watch in the foreground.,A surfer is in a blue wetsuit,0
the little boy sitting next to the girl is covering his face with his hand.,A boy has accidentally said something he wasn't supposed to say.,1
Students attend a math lecture at university.,The young children are at the theater.,2
A man taking a cellphone picture of a woman in white on a crowded street.,A woman takes a picture of a child.,2
Two young boys play with a puzzle in a classroom.,Two friends are playing a puzzle at home with there parents,1
"A black man with sunglasses on his head, wearing a brown apron with a knife in his hand looking at chopped up food.",A man with pink sunglasses looking at chopped up nuts.,1
People are upside-down on a roller coaster.,People on a roller coaster have their hands up.,1
A young girl dressed all in pink is standing on a fence and looking at a horse.,A young boy dressed all in pink is standing on a fence and looking at the penguins at the zoo.,2
A woman eats while a dog sits next to her and a man.,A couple is sitting next to an animal.,0
A group of woman in red shirts are singing.,The group of women are playing musical instruments and dancing.,2
A dentist patient is having his teeth looked at,The dentist is pulling out the patients teeth.,2
Man in a camel colored jacket that is standing looking at the stone walkway.,Person is on a path.,0
A mother and a child are interacting in a retro-styled room.,The woman and the child are indoors.,0
A girl eats her food on the counter.,A girl eats food at a counter,0
A child is splashed by water in an indoor swimming pool.,A child is splashed by his father in the pool.,1
A peoples wearing all black clothes,The people are all wearing white clothes.,2
A snowboarder flips upside down with a snow covered hill in the background.,Someone is snowboarding outside.,0
"A young guy, probably in his early twenties, shows off his culinary skills with pride.",The guy is over the age of ten.,0
A dark-haired woman in a white dress adjusts her high heel as she stands beside a table with a white tablecloth and two chairs beside a body of water.,A woman is outdoors preparing to serve a party by the lake,1
female ballerina doing a pose up on her toes of foot in a large room with a red floor.,Male balerina eating a sandwich.,2
Two women talk while working with dough in a commercial kitchen.,A tiger runs through the jungle.,2
A sad looking dog sitting next to shrubs.,A sad dog sits beside some bushes.,0
A girls is jumping in the sand.,She is at the beach in her bathing suit.,1
"A balding male in a yellow shirt sitting down, watching a crowd of people.",Nobody is sitting,2
Six skimpily dressed cheerleaders with pompoms are standing at the game field sidelines during an outside event.,The cheerleaders are outside.,0
An asian girl is running outside.,A child is outdoors.,0
A man talking to other men while behind a camera on a tripod.,Men talking to each other,0
A large crowd of spectators and photographers stands behind a barrier while two police officers stand guard.,A mother opens the door to her son's room.,2
Children playing soccer on a nice day.,They are in a soccer tournament.,1
Two women with black hair stand in front of plywood.,Two women picking up plywood to build a fort.,1
A girl is splashed with water as she plays outdoors with other children.,Siblings splashing their sister with water.,1
A black man in a blue shirt stands next to a black man in a red robe.,Two men in robes stand near each other.,0
An older gentleman in overalls standing next to his two hitched horses.,An old man and his farming horses.,1
Two men in had hats are on ladders working on a house.,Construction workers are fixing a roof.,1
"Three men, two with white shirts who appear to be host to a Rodeo House, and the third man with the brown shirt rides a wild horse.",three men are pictured,0
A biker spins his bike in the air above the ground.,a woman is driving a car,2
A woman standing in front of water and dry grass smiles.,The woman is sitting down.,2
Two men in brown robes walk away from a columned building.,Two men were outdoors walking.,1
An elderly man is holding and looking at another man's hand.,The man holding his brother's hand.,1
"A man in a superhero costume, complete with mask and cape, posing in a public venue with pedestrians around.",A man has a police costume.,2
An elderly woman wearing a flower shirt patiently waits for the train to stop.,An elderly lady waiting for her train.,1
"A smiling woman in a black suit is standing in front of an audience in a bookstore or library, holding a book and smiling at them.",The woman is smiling.,0
Construction is paused after steamroller flattens the ground.,Construction is ongoing,2
a woman wearing sunglasses sits inside of a building with several other people looking outside.,The woman is not wearing glasses.,2
Passengers on public transportation listening to music through portable devices.,The people are watching tv.,2
"Three lean, numbered, greyhounds race along a track.",The greyhounds are eating dog food.,2
A brown dog playfully bites a white dog.,the dogs are together,0
Two black dogs are running in the grass together.,The dogs are outdoors.,0
A rainbow over buildings.,The rainbow is sleeping.,2
Two asian women hug one another while smiling outside of a white Sports Utility Vehicle.,Asian women have just purchased a car.,1
A man with an olive green shirt and messy hair plays a colorful drum set.,A rock band is performing.,1
A little girl is licking a dinner plate and getting food all over her face.,Kids are running wild while eating,2
Two men are in the woods one is looking at a log.,Two men are looking at a log.,0
Two dogs fighting in the street.,Two dogs are fighting over a piece of steak.,1
A man with a navy blue hat and plaid shirt delivers a file cabinet to a classroom,A filing cabinet arrives in the classroom.,0
A man in a blue shirt is walking and there is a blue bucket that can be seen.,The man is happy.,1
A young girl painting a picture.,A man is painting an interior room.,2
people sitting at the park& others walking around a park.,People are sitting and walking around outdoors.,0
Three young men and a young woman wearing sneakers are leaping in midair at the top of a flight of concrete stairs.,Three guys and a girl leap in mid air on top of some stairs.,0
A brown dog playfully bites a white dog.,the dogs are wresting over a toy,1
Two men talking while in a crowded building.,Two men are smoking in the building.,2
Here is a picture of a teacher talking on a microphone in his classroom.,The instructor speaks to the class with a microphone.,0
A young boy in a blue t-shirt looks through a microscope.,The boy is playing football,2
An Asian woman and two men (one Asian and one white) are playing cards in the hallway of a train.,A group of people are on the subway,2
A player on the white and blue team kicks a soccer ball toward his teammate while players on the red team watch.,Two soccer teams are playing a scrimmage,1
Two women wearing green shirts are getting off a tour bus.,Women are wearing green shirts.,0
A group of 5 people standing wearing name badges,A group of humans are standing.,0
A man in a black suit knocks his head with his fist as he puts his arm around a woman in a white strapless dress.,A man wearing a pink suit laying on the ground as a woman rides a bike near him.,2
Cyclist at the start of a velodrome race.,The Bicyclist is at the beginning of the race.,0
"Three men wearing red, white, and blue shirts, one of whom is plugging his ears, and all of whom are looking at something in the distance.","men wear red, whit eand blue",0
A brown and white dog with a black collar and gold tag licking the snow from its nose.,A dog licks the blood of another dog off of its nose.,2
A girl in a white jacket is selling pastries out of a box.,A girl is selling pastries.,0
A bearded man in a penguin costume nears a man jogging by a water body.,A man is about to pull a prank on a jogger.,1
Two onlookers watch a young man as he gets ready to make a hit.,The young man is shooting a basketball.,2
A rollerblading monk with some nice sunglasses prays before doing some sick tricks.,A man is praying,0
A man kite surfing creates a wave.,A man is surfing in the pacific ocean,1
"A man tossing his son up in the air, but almost having him hit the ceiling.",A child is scared.,1
A woman in a long white dress and white boots is walking along a stone structure with white stone columns.,A woman in white is sleeping in her bed.,2
Sweaty drummer in a Celtics jersey playing the drums.,The sweaty drummer is wearing a Blazers jersey.,2
A little boy is playing ball in a slum-like area.,A little boy is outside.,0
A little boy is riding a dirt bike with the number seven on it going down a hill.,Appaloosa Pegasus does math.,2
"A man wearing a black shirt is standing on top of a rock that says, ""life is short"".",A man is wearing a long sleeved shirt.,1
"Two young men are sitting at a table, smiling and playing with eggs.",Two young men decorate gingerbread houses for Christmas.,2
a guy hitting the puck in a game of hockey.,A man replaces a broken lightbulb.,2
Professional bowler in mid throw.,A woman rolls a bowling ball on the last throw of what she hopes to be a perfect game.,1
A businessman sits in front of a computer with is head down and his fingers on the bridge of his nose.,Someone is in front of their computer.,0
A man puts away a table.,Man moves a table.,0
A man in a black suit sitting on the steps of a building.,The man is outside.,0
A black and a black dog are running side by side.,Two white dogs run next to each other,2
Man and boy are swimming in a pool.,The people are drowning.,2
A little white dog in running on the sidewalk.,Dog running away from its owners.,1
A man in black is juggling 3 flamed bottles.,A man is performing a skilled trick.,0
Two men are working so hard.,Two older women are talking to each other.,2
A person in a yellow coat carrying a plastic bag of orange colored fruit.,This person is carrying bread home from the bakery.,2
An elderly man opens a wine bottle while standing behind a bar.,An old women opens a wine bottle.,2
Many people riding bikes on a path while another person is walking toward them.,Everyone is bicycling.,2
"Two groups of people crossing a street with no traffic, with multicolored multistory apartment buildings and a religious building in the background.",the people are inside the house,2
Men with camels gather on a beach.,Men with camels gather indoors.,2
"A woman straddling a wall, while reading a book.",The woman takes a break from building a wall.,1
A girl in red standing on the sand while the girl in blue scratches her back while sitting on the sand.,the girl painted her barn blue,2
A jogger running down the street.,The jogger is wearing red running gear.,1
A group of three females and one male dressed in costume,A group sewing a quilt.,2
A young white man is climbing a mountain with a rope as a guide.,A person climbing,0
A shirtless boy and a boy in green and white are playing on a concrete surface by a small stage.,The two boys  were swimming,2
Street vendor in Europe sells to several elderly people.,The person is buying fish in America.,2
A native american indian playing a musical instrument on a stage.,A Native American is playing a concert.,0
"A runner, number C103, in a race is wearing a green and white tank top and black shorts.",the runner is in a race,0
The magician is doing a magic trick.,The magician does a trick.,0
Two men work on a parking lot.,Some people working.,0
Little girl and buy inside of a church.,No children are at church.,2
Yellow barriers are lined up and men are walking on both sides of them.,Men are walking,0
A man wearing a jersey with the number 13 on it is ready to bat at a ball while people in the stands look on.,the man is black,1
A fireman standing on top of a firetruck.,A woman drives a truck.,2
a woman is showing two children something.,A woman is showing the kids something they don't need to see.,1
One dog chases another on the green grass.,Two dogs are sleeping on a porch.,2
Children are playing monopoly together.,The children are playing monopoly,0
A skateboarder does a trick on a black and yellow striped ramp.,A MOTOCROSS RIDER IS JUMPING FROM A RAMP.,2
A dog standing in shallow water on a red leash.,A dog esacaped from his owner is standing in some water.,1
"Bearded man playing a game with toy soldiers, tanks and a dice with a soldier and a bomb painted on it.",A man with a beard plays with several military-related toys.,0
A few men resting on a boat docking area.,There are men on a boat.,0
Sea coastguards are in the blue waters again always ready to save lives.,Sea coastguards are on a boat and holding floatation devices.,1
Two women sit at a table in a room.,Two woman siy together.,0
A driver with a white helmet is sitting in a yellow race car.,A tall human sitting,1
A man takes a break after having a meal at McDonald's.,A man is eating at home in his kitchen.,2
A blond-haired lady is sitting at a desk with a yellow map hanging on the wall.,A lady is doing paperwork at her desk.,1
Man in orange suit atop a power line.,A man in a green suit is working on the sewer.,2
Man performing in front of an audience.,A magician does his act.,1
A black dog running in the grass.,The white dog is running.,2
Several people are milling about outside a large off-white colored house with a terra cotta roof while someone in the distance takes their picture.,There is a house with no one outside of it.,2
A colorful rickshaw with two patrons on the beach stopping at a coke kiosk.,The rickshaw is empty.,2
Two girls dancing in traditional garb.,there are couple of females reading newspaper,2
A woman sitting down with her stuff animal and candy apple.,A woman performs CPR on an unresponsive child near the water.,2
A blond businessman in a suit walks on a sidewalk in a city.,A man is walking to work,1
A group of young people stand around waiting for something.,A group is shown waiting.,0
A darkly dressed jogger running towards an overpass on a sunny day.,A jogger was dancing on the highway.,2
A girl in a white dress running.,a girl is running,0
"A baby in a blue outfit, wrapped in a blanket, is sucking on her pacifier while laying down.",The baby is wrapped in a blue blanket,1
A hiker is posing in front of snowy mountains.,A stranger is taking the picture for a hiker,1
Three people sitting in a room together.,There are four people standing.,2
"A tall, thin, brunette girl wearing combat boots standing on a sidewalk.",A person wearing combat boots standing on a sidewalk.,1
The band is performing on the football field.,The marching band is doing a parade.,2
There are many people in the street.,The park is full of people.,2
"A blond, Caucasian female, wearing a white business jacket, pink blouse, sitting at a table draped in hot pink tablecloth, writing on a piece of paper.",The person is sitting.,0
An older man is standing in front of a stack of metal pipes.,There is a stack of pipes.,0
a woman in a blue shirt is about to enter a tour train with other and the tour guide greets her.,A tour guide greets a female customer about to enter the train.,0
Three men in cold-weather styled clothing walking down a road.,Three men walking outdoors.,0
A group of people standing in front of a food truck.,A group of people in front of a food truck.,0
A man with a beer closes his eyes to smile.,A man is frowning with beer.,2
"Two girls in pink on trampoline, one sitting and one jumping",the girls are sleeping,2
A barefooted woman in a white tank and blue shorts puts her feet in the water spray.,A women puts her feet in the water.,0
A man in a flowered bathing suit waterskies on one ski while being pulled by a rope.,A man is sleep.,2
Two dogs playing in the water.,The dogs are in a lake.,1
A group of people standing in front of a food stamp buying food.,A group buys food at a Farmer's Market.,1
High fashion ladies wait outside a tram beside a crowd of people in the city.,Women are waiting by a tram.,0
"A construction worker operates heavy machinery, presumably a crane.",A worker is eating lunch.,2
Many people are crowding around a lady in a red shirt who is laying down hurt next to two bikes.,Some people will help her.,1
A boy jumping on a trampoline.,a trampoline is being jumped on,0
"A man is holding up a sign that reads ""Jobs with Justice"".",two men hold hands,2
One man playing soccer while a person in the background watches.,One sad man playing soccer while a person in the background watches.,1
A girl wearing a yellow shirt playing with a busted pinata.,A boy is in the woods looking for his dog.,2
A man wearing a red bicycle helmet is buried in fallen tree leaves with two young boys with playground equipment and trees with golden leaves in the background.,Nobody on a playground,2
"Someone dressed as Santa, Mrs. Claus, and two other people are riding in Santa's sleigh, pulled by a horse, through a snow covered city.",Two people dressed a Mickey and Minnie Mouse are walking down a street in sunny Florida.,2
Two people wearing winter jackets in the railway station are about to get into train.,Two people are at a train station.,0
A crowd of people has gathered next to a field of colorful wildflowers.,A group of people are sitting on a plane,2
Three people are sitting and resting.,Three dogs are sitting and resting.,2
A man is seen coughing in a crowded street.,A man is doing laundry.,2
The woman in the blue hat is cutting food.,A woman is using telepathy to cut food.,2
Two white horses are pulling a carriage on a the street.,there is a carriage race,1
A young girl sits on the edge of a sink.,A little girl sits on a sink edge.,0
A woman and three children are jumping into a swimming pool.,A family is playing basketball.,2
A dog chases a ball in the grass.,A dog is outside in the grass.,0
Girl with a gray tank top and black pants standing by a carnival ride.,The boy stood beside the carnival ride.,2
a muzzled white dog is running on the grass.,The dog is outside chasing a cat.,1
Two construction workers taking a break; one is napping in a chair and the other is lying on boards from the work site.,One man is asleep and another is laying down at a worksite.,0
A child runs with a football.,A sad child runs with a football.,1
A woman speaking in front of a chevy malibu.,A woman stands in front of a car.,0
A chinese man wearing a traditional Chinese rice hat carries a balanced load across his shoulder with the use of a long stick.,A Chinese man is carrying a Sherman tank on his back.,2
A man preparing a white volkswagen to be towed by a AAA certified tow-truck.,A truck is going to tow an illegally parked white volkswagon.,1
Two children running down a sand hill.,Two children carefully running down a sand dune.,1
A man is standing inside a subway train with his mouth wide open.,The man is yawning.,1
A man in formal wear is posing in front of a building.,the man is a farmer,1
A man hanging by a cable from the tower.,a guy is painting a picture,2
A baby is sitting down with his mouth open.,A child is waiting to be fed.,1
"two men who appear to be doing the same thing, but on a different scale of painting.",Two men are getting paint on their clothes.,1
Two women sitting at a table in a restaurant.,The women are running around.,2
A elderly man holds a can behind his back as he strolls by a beautiful flower market.,A young man holds a can behind his back.,2
A baby falls asleep on a blanket outside with his stuffed animal.,A child is being fed with his mother's breasts.,2
People sitting in pews and walking around the inside of a cathedral.,People are in a cathedral.,0
Little boy dressed in blue wearing cleats.,A little boy is learning how to use cleats.,1
A little brown dog on the end of a leash who's owner is wearing a blue skirt and black flats.,a brown dog walks with its owner,0
A man with a Mohawk hairstyle wears a backpack at a college campus.,A man is on the college campus.,0
"A person on a bmx bike, running a course.",A biker races over a dirt track.,0
A man with a yellow shirt and black hat is on a path in the wilderness.,A man is walking along a path,1
a man cooking food for a festival business in the city,A man serving food to festival goers.,1
A lady is sitting on a bench wearing sunglasses and holding a walking cane.,A girl is riding her bike.,2
a black dog splashes in the water.,A dog likes water.,1
A man is singing and playing a guitar.,A man is in front of a mic.,1
A group of people in robes singling and playing instruments.,A group of kids playing on a playground.,2
Two men in hard hats listen to a man in a dress shirt talk.,The man in the dress shirt is talking to two workers.,0
"Two shirtless men, and a young man with a bicycle, watch passing bicycles.",There are 2 shirtless women.,2
"A woman in a house wearing jeans and a sweater, is pour a drink into a glass.",A woman in a house is pouring liquid into a cup,0
A row of birds is sitting in front of a gray cloud.,Birds are outside.,0
"A man skis down the hill, spraying snow in the air, ski lifts in the background.","A woman skis down the hill, spraying snow in the air, ski lifts in the background.",2
"A cyclist in a red, yellow and black uniform, including a helmet is performing a trick on his bike.",The cyclist does many tricks.,1
"A young boy, arms and legs splayed wide, is leaping into the water on a rocky shoreline.",A child is building a sand castle.,2
"A guy standing on a moving dirt bike while wearing blue, black and yellow.",the man is getting ready to jump off the dirt bike,1
Two girls in green hooded sweatshirts and aviator sunglasses have decals on their faces.,Two girls are showing their team spirit by having their faces painted.,1
A man in a navy blue jacket holding a tool in his dirty hand.,A man is working on a truck.,1
A black dog and a dog that is brown and white stand in the water.,Two dogs are in the water.,0
"Older man standing next to a green, yellow and white taxi.",older man about to get into a taxi.,1
A group of women dressed as characters from star treck.,A group of women are are wearing swim suits that are solid black.,2
"One man is sitting on top of a school bus, while another man, wearing a matching shirt, is standing inside.",A dog catches a frisbee.,2
People are eating in a restaurant.,There are people indoors.,0
A city square with a large red wall and people walking about.,Square people on a wall are red.,2
A dog with its mouth open running through a field torwards the camera.,A dog is running outside.,0
Young men wave flags in a crowd outside of a glassy building.,The men are playing checkers in the shade at the park.,2
Two women are sitting and talking.,Two women are talking while they sit together.,0
Young girl with a pink barrette in her hair playing the violin.,The girl is playing the violin.,0
This is a you boy with a skateboard,There is a girl riding her skateboard.,2
Three women in bright colors and headdresses are holding love message cards.,Some man is on the ground.,2
"The blue jersey softball player is sliding on to base kicking up sand, while the red jersey softball player is trying to tag her out.",old friends are playing together,1
The young couple are enjoying something to drink.,the young couple drink milk.,1
A group of formally dressed coeds are dancing in a colorfully lit room.,Two girls in sweatshirts and sweatpants are dancing alone.,2
A teenager hurtling over lawn chairs in a yard.,There are chairs.,0
A shirtless man in gray pants works at a conveyor belt beside a blue tarp on a boat which is surrounded by gray water.,A fisherman in the middle of a long shift.,1
There is a group of five men in dark blue outfits and one is playing an accordion.,A lot of tall men,1
"A black man sits at a sewing machine on the sidewalk in front of a home, working on a project of some sort.",A man is outside.,0
Four people are riding in a bright orange boat wearing life vests and white helmets.,Some people are in an inflatable raft.,1
"A band consisting of a guitar payer, banjo player, and accordion player, performs as a group of middle-aged people dance on the dance floor.",The band is performing for a crowd.,1
Men stand at the edge of a large hole in the street as cement is poured into the hole.,Men standing near the hole.,1
A man in a colorful shirt speaks at a microphone.,A person's voice is amplified.,0
Two people are swimming in a pool with a ball.,people swimming with ball,1
A small and gray dog chases a large bull who is jumping away from it.,There are dogs chasing each other.,2
An elderly nun handles knit items.,The nun is handling the situation of being a nun.,2
Man in a blue coat holding a sign.,The man is holding a sign for his job.,1
Man in blue shirt is having a conversation with the man in the jacket.,A man is hiding from another man whose in a jacket.,2
A crowd of people watch a street performer do a trick with a fancy pogo stick.,A crowd of people outside.,0
A woman and child are on the floor looking at a book.,The woman and her child are reading a colorful board book,1
A black dog is running through the shallow edge of a large body of water.,A black dog is running in the water.,0
A man is spinning in the air above a pool in front of an empty stadium.,A woman is spinning in the air above a pool in front of an empty stadium.,2
Two people in shorts hike on the snow in the mountains with a lake in the background.,The people are sleeping in the snow.,2
A young child in violet clothes arches her back and touches the ground with her hands so that she is looking outward and upside down.,A tall person in clothing,1
A short-haired fairly young women is running in some type of race and is a man behind her running in the same race.,the man is actually checking out the womans butt,1
A girl in a dark shirt has stripes painted under her eyes while another girl stands in the foreground.,"A girl with paint under her eyes with striped dark shirt, while other girl stands in the foreground",0
Two old women making food.,Two women make food.,0
A man dressed in gold with his gold bike stops to look at the city.,A man is riding his bike in the building.,2
Fuzzy dark gray dog running along a dirt path with weeds on the sides.,The dog is outside.,0
"A man wearing a reddish beard, wife beater shirt, torn and dirty blue jeans, standing next to an aqua blue bench with a six pack of beer laying on its seat, and a young girl in a fuchsia pink shirt and striped pants, gazing up at him.",A man is about to head to a party,1
"There are four canoes in the background, beautiful green grass, with three kids standing at the shore of the lake, that is crystal and crisp looking, and there is a redheaded boy wearing a red shirt, red life vest, and is in a yellow kayak, with a double ended yellow paddle.",A lake is trying to pull the kids into it.,2
Four men wearing helmets are working on a road.,New workers showed up today to fix a sinkhole in the road.,1
An archer releases his arrow while another awaits his turn.,The archer is watching his target.,1
A group of firemen in fire suits and oxygen tanks looking down into a manhole.,Some firemen are eating chili.,2
A woman in a white long-sleeve shirt is leaning against a sleeping man in a green plaid shirt to attempt to sleep while sitting in a bus.,The man is looking out the window.,1
A race car takes a turn on a dirt road.,A racing car turns and shakes on the road.,1
A small girl reaches for a black hat as the vendor stands by.,The vendor is standing by.,0
A technician uses microscope to solder a circuit board.,The technician is making a sandwich.,2
A man wades in the water and watches a waterfall.,A man is sitting in the water.,2
A man with a shaved head is kissing another man on the cheek.,The two men kiss on the lips,2
A guy on a skateboard doing a flip over a fire thing.,a guy doing flips,0
Workers in a factory watch a machine.,Workers contemplate their job security.,1
a man wearing a yellow shirt and white hard hat stands inside a crevice between two rock faces.,A park ranger inspects a dangerous crevice where a hiker had been trapped.,1
Two people look over a terrace wall.,Two people are outside.,0
