premise,hypothesis,label
Two boys are participating in a relay race with a baton.,Two brother are in a race.,1
A white male in a purple shirt and black life vest is wave boarding and splashing lots of water around him.,The male is splashing lots of water around him.,0
A white male in a purple shirt and black life vest is wave boarding and splashing lots of water around him.,The male is not splashing lots of water,2
two ladies riding a horse,they are riding a black horse,1
two ladies riding a horse,they are riding a camel,2
One boy stands pointing at another boy who is balled up on the floor.,The two boys are brothers.,1
One boy stands pointing at another boy who is balled up on the floor.,the two boys are performing actions.,0
a group of people sitting at a sporting event.,People sitting at a football event.,1
a group of people sitting at a sporting event.,People sitting at a ballet event.,2
A group of five people stand outdoors.,Five people are in line for dinner.,1
A group of five people stand outdoors.,Five people are standing outside.,0
A man in a chair wearing an apron and shaving cream,a man in the kitchen is definitely making a shaving cream pie.,0
A man in a chair wearing an apron and shaving cream,a man is in the kitchen.,1
A man dressed as a woman and a woman are laughing while walking down a city street.,A woman is inside with another woman.,2
A man dressed as a woman and a woman are laughing while walking down a city street.,A crossdressing hot man is outside with a woman.,1
A man standing and holding a blue snowboard.,The man is sitting.,2
A man standing and holding a blue snowboard.,The man is standing.,0
An asian girl holding flowers under Korean symbols.,A tall girl holds flowers under Korean symbols.,1
An asian girl holding flowers under Korean symbols.,A girl holds flowers under Korean symbols.,0
A girl is holding a beer and a stuffed animal.,She is holding something.,1
A girl is holding a beer and a stuffed animal.,A girl is holding nothing.,2
A man in a field with an airplane in view.,The man trudges through a field.,1
A man in a field with an airplane in view.,The man is in a field.,0
A woman wearing a Little Mermaid costume stands in front of a bright red phone booth.,a skinny woman wears a costume,1
A woman wearing a Little Mermaid costume stands in front of a bright red phone booth.,a woman wears a costume,0
A dog runs through the grass.,A dog is fetching the frisbee.,1
A dog runs through the grass.,A dog is inside.,2
Group of Asian boys wait for meat to cook over barbecue.,The boys are cooking.,0
Group of Asian boys wait for meat to cook over barbecue.,The boys are not cooking.,2
two beautiful women stand next to a fountain which is giving off a light mist.,Two women stand by a fountain.,0
two beautiful women stand next to a fountain which is giving off a light mist.,Two men stand by a fountain.,2
A man is walking on a downed tree that is partially submerged in water.,the man is walking on a tree.,0
A man is walking on a downed tree that is partially submerged in water.,The man doesn't touch the tree in the water.,2
A dog in the forest.,A dog is in the forest.,0
A dog in the forest.,There are no dogs in the forest.,2
"A man, wearing all black clothing, is running down the street as a car comes toward him with its headlights on.",The man is not asleep in a motel,0
"A man, wearing all black clothing, is running down the street as a car comes toward him with its headlights on.","Earlier, the man was asleep in a motel",1
On mass transit a woman with a black purse has fallen asleep in a shared seat.,The woman  falls asleep in a shared seat on the transit.,0
On mass transit a woman with a black purse has fallen asleep in a shared seat.,The mass transit takes off without the woman.,2
Two Black men are hoeing what seems to be a rough patch of dirt.,The two men are hoeing a soft patch of dirt.,2
Two Black men are hoeing what seems to be a rough patch of dirt.,The two men are hoeing dirt.,0
A woman wearing a sweater and jeans is playing on a tire swing with two little children in an outdoor park.,A woman and two other adults are in the park.,2
A woman wearing a sweater and jeans is playing on a tire swing with two little children in an outdoor park.,A woman and her two children are in the park.,1
Asian children are preparing for a race on a racetrack.,The children are preparing.,1
Asian children are preparing for a race on a racetrack.,The children are preparing on the racetrack.,0
Two homeless men are sitting on the sidewalk.,Two men don't have a place to live.,0
Two homeless men are sitting on the sidewalk.,Two men are hungry too.,1
Person standing upon a log in the forest.,A man stands on a fallen tree on the beach.,2
Person standing upon a log in the forest.,A person is in the woods.,0
An artist working on an ice sculpture,A person with a chisel.,1
An artist working on an ice sculpture,A cow with a block of cheese.,2
Three boys are searching for their books in a library.,There is one more than just two boys in the store.,2
Three boys are searching for their books in a library.,There is one more than just two boys in the public library.,1
Two young girls with sponge bats being to play while an older girl is acting as the referee.,The sisters are playing with sponge bats.,1
Two young girls with sponge bats being to play while an older girl is acting as the referee.,The girls are playing with sponge bats.,0
A man is working in a small store with his cat.,A man is working with his cat in a small store.,0
A man is working in a small store with his cat.,A man is working with his black cat in a small store.,1
A man dressed all in white wearing a white mask on his face pretending to be a statue in a plaza.,The man is in a field.,2
A man dressed all in white wearing a white mask on his face pretending to be a statue in a plaza.,The dad is in a plaza.,1
"A group of people looks from below at several balconies, also occupied by people, which are present on the sides of a group of three apartment buildings.",The people are looking upward in awe.,1
"A group of people looks from below at several balconies, also occupied by people, which are present on the sides of a group of three apartment buildings.",The people are looking downward.,2
Asian man wearing a white shirt and gray pants standing with a microphone near a loudspeaker.,The shirt is black,2
Asian man wearing a white shirt and gray pants standing with a microphone near a loudspeaker.,The shirt is white,0
A rice field near some old buildings.,There are no rice fields.,2
A rice field near some old buildings.,There is a rice field near some old buildings.,0
A young female in a green tank top and shorts standing in the middle of the railroad tracks.,The girl might be planning to watch the plane fly by.,0
A young female in a green tank top and shorts standing in the middle of the railroad tracks.,The girl is going to watch the plane fly by.,1
A boy scout troop stands at attention while two uniformed men hold flowers in front of a flag.,Two uniformed men hold flowers in front of a flag while a boy scout troop stands at attention.,0
A boy scout troop stands at attention while two uniformed men hold flowers in front of a flag.,"Three women, out of uniform, hold rifles in front of a vase containing the remains of Jim Morrison while the Girl Scouts slouch lazily and smoke marijuana.",2
A view of a straight road with a woman jogging along the side.,A female is participating in a physical activity.,0
A view of a straight road with a woman jogging along the side.,A female is walking slowly.,2
A woman sitting in a laundromat looking at the camera.,A woman is sitting in a laundromat.,0
A woman sitting in a laundromat looking at the camera.,A woman is jumping on appliances for the camera.,2
"Two little girls, both dressed in pink, play on the jungle gym.",Two little girls are climbing maple trees.,1
"Two little girls, both dressed in pink, play on the jungle gym.",Five big men are climbing.,2
The man breaking the ice with his foot stands on a blue mat.,A tired man is standing on a mat.,1
The man breaking the ice with his foot stands on a blue mat.,A man is standing on a mat.,0
The woman is holding the girls hand near a bush.,The woman and child are at the grocery store.,2
The woman is holding the girls hand near a bush.,The woman and child are close to each other.,0
Young boy wearing apron standing on step stool cutting meat with butter knife.,There is a young boy working happily in this picture.,1
Young boy wearing apron standing on step stool cutting meat with butter knife.,There is a young girl working in this picture.,2
People are riding around on snowmobiles.,There is plenty of snow to have a race on snowmobiles,1
People are riding around on snowmobiles.,There is not plenty of snow to have fun on snowmobiles,2
"Two little girls in bathing suits sit on the shore of a lake, watching someone fishing from a boat.",Two boys are lying around watching a man in a fishing boat.,2
"Two little girls in bathing suits sit on the shore of a lake, watching someone fishing from a boat.",Two girls are lying around watching a man in an aluminum fishing boat.,1
An asian man tries to jaywalk on a street with heavy traffic.,The black man does not use the crosswalk,2
An asian man tries to jaywalk on a street with heavy traffic.,The small man does not use the crosswalk,1
Three boys wearing yellow lifevests on a raft on the water.,Three boys wearing  life vests in  the water.,0
Three boys wearing yellow lifevests on a raft on the water.,Three handsome boys wearing  life vests in the water.,1
Several people are eating and talking while another plays the piano.,A monkey is making music.,2
Several people are eating and talking while another plays the piano.,A person is making beautiful music.,1
A baby in green pants is walking on a street.,The baby is  with her mother.,1
A baby in green pants is walking on a street.,The baby is stationary.,2
Multiple people on a city street building a memorial out of wooden plaques.,There are people on a country street watching as someone speaking.,2
Multiple people on a city street building a memorial out of wooden plaques.,There are people on a street watching as a memorial is erected.,0
A little boy being splashed by water on his head,The little boy was covered in soda.,0
A little boy being splashed by water on his head,The little boy spilled soda on his shoes.,1
A group of men walk down the middle of a street that has poles lining the street.,An all male group is on a street with their dirtbikes.,1
A group of men walk down the middle of a street that has poles lining the street.,An all male group is on a street.,0
"Nadal celebrating, wearing a green headband",Nadal is wearing a headband,0
"Nadal celebrating, wearing a green headband",Nadal is wearing only a red cap,2
a young boy wearing an orange helmet riding a scooter,The boy is riding a scooter.,0
a young boy wearing an orange helmet riding a scooter,The boy is riding a skateboard.,2
A dog leaps through a snowy field.,A dog is inside.,2
A dog leaps through a snowy field.,A big dog is outside.,1
A woman holding a stick out for a dog.,"The dog took the stick, the woman was holding. ",1
A woman holding a stick out for a dog.,The woman is holding nothing in her hand.,2
A man in a blue jacket and gloves is standing in the street among other people.,The dad is in clothes outside.,1
A man in a blue jacket and gloves is standing in the street among other people.,The man is in clothes outside.,0
A brown dog with a green ball sit in the snow.,There is an animal lurking somewhere.,1
A brown dog with a green ball sit in the snow.,There is an animal indoors.,2
Five figures standing backlit on a stage in front of a red curtain as if they just finished performing or they are about to start.,A group of people on stage.,0
Five figures standing backlit on a stage in front of a red curtain as if they just finished performing or they are about to start.,A group of pole vaulters get ready to compete.,2
A man sits at brightly colored green and blue booth with ads behind him on the street.,A man is walking through the town.,0
A man sits at brightly colored green and blue booth with ads behind him on the street.,A man is walking.,1
Workers clean the steps and the facade of a large statue in a park.,The workers are cleaning the steps with a mop.,1
Workers clean the steps and the facade of a large statue in a park.,The workers are cleaning the steps.,0
Two little boys holding apples near the street.,The boys are holding apples.,0
Two little boys holding apples near the street.,The girls hold oranges.,2
An older man with white hair and beard reading a map as he's walking through an unfamiliar city.,The man is walking.,0
An older man with white hair and beard reading a map as he's walking through an unfamiliar city.,The man is walking while humming a tune.,1
A young girl plays the flute as she looks down at a book while reading the notes.,The girl loves to play the flute.,1
A young girl plays the flute as she looks down at a book while reading the notes.,A young girl plays the flute.,0
A man wearing a black shaggy hat and leopard printed sash with red accents is holding a drum that says Premier on it.,a drum is held by a man by one hand.,1
A man wearing a black shaggy hat and leopard printed sash with red accents is holding a drum that says Premier on it.,a drum is held by a man.,0
A bartender is pour a draft beer.,The bartender is not pouring a beer.,2
A bartender is pour a draft beer.,The bartender likes his job.,1
A parade float has a white elephant on it.,The parade float has a black elephant.,2
A parade float has a white elephant on it.,The parade float has a white elephant.,0
Band on stage and people watching the screen.,People are watching a screen with a rock band on stage.,1
Band on stage and people watching the screen.,People are watching a screen with a movie on it.,2
A smiling woman talks on a cellphone.,The woman ignores the call and puts the phone down.,2
A smiling woman talks on a cellphone.,The woman is talking on the phone.,0
A couple of musicians are enjoying an outdoor gig.,The musician were frowning as they enjoyed the music.,2
A couple of musicians are enjoying an outdoor gig.,The musician were smiling as they enjoyed the music by Metallica.,1
A man driving a cart with an advertisement asking you to place your ad on the back of his bike.,The man is driving a red cart.,1
A man driving a cart with an advertisement asking you to place your ad on the back of his bike.,The man is driving a cart.,0
A biker in a white helmet is riding on top of some sand by a fence.,Bill is riding his bike on glass.,2
A biker in a white helmet is riding on top of some sand by a fence.,Bill is riding his bike on sand.,0
"A person in blue with the word ""FRANCE"" on her back is shooting a bow and arrow to the left.",An archer fires a gun.,2
"A person in blue with the word ""FRANCE"" on her back is shooting a bow and arrow to the left.",An archer fires a bow with an arrow.,0
A boy in red pants runs through a crowded transportation hub.,the boy is running to catch a bus,1
A boy in red pants runs through a crowded transportation hub.,the boy is running,0
The white dog with black spots is catching a red Frisbee.,The dog is playing fetch.,0
The white dog with black spots is catching a red Frisbee.,The dog is eating at the park.,2
"A large crowd of people are walking for the cure on a gray, overcast day with a blue car heading in the opposite direction.",A huge crowd of skinny people are walking.,1
"A large crowd of people are walking for the cure on a gray, overcast day with a blue car heading in the opposite direction.",A huge crowd of people are walking.,0
A person is snowboarding wearing a helmet.,An auction is taking place where the person is going.,1
A person is snowboarding wearing a helmet.,A person is being safe.,0
"Two men, one wearing a yellow shirt and one wearing a red shirt, being pulled by horses.",Two men are wearing short sleeve shirts.,1
"Two men, one wearing a yellow shirt and one wearing a red shirt, being pulled by horses.",Two men being pulled by horses.,0
A little boy in a blue shirt and blue jeans is pushing the swing that a little boy in a red shirt and blue shorts is sitting in.,A boy is pushing the swing another girl is sitting on.,1
A little boy in a blue shirt and blue jeans is pushing the swing that a little boy in a red shirt and blue shorts is sitting in.,A boy is pushing the swing another boy is sitting on.,0
A man in a wetsuit is throwing a toddler up in the air and is ready to catch him.,A man is playing with a kitty.,2
A man in a wetsuit is throwing a toddler up in the air and is ready to catch him.,A man is throwing a toddler.,0
A skateboarder makes a jump while someone films it.,The skateboarder fell at the jump.,2
A skateboarder makes a jump while someone films it.,The skateboarder jumps.,0
Boys and adults at a soccer game.,They are watching baseball.,2
Boys and adults at a soccer game.,They are cheering loudly at a soccer game.,1
"A bald man with a beard is playing a saxophone in a dimly-lit room, with pictures on the wall behind him.",The room is poorly-lit.,0
"A bald man with a beard is playing a saxophone in a dimly-lit room, with pictures on the wall behind him.",The room is candle-lit.,1
Little boy takes photos outside.,A girl takes photos outside.,2
Little boy takes photos outside.,A boy takes photos outside.,0
A man on inline skates does a trick on a cracked concrete ramp.,The concrete ramp does not have any cracks.,2
A man on inline skates does a trick on a cracked concrete ramp.,The man is skating on inline skates.,0
A dog wearing a blue leash rides in a car.,A dog is riding on a bus.,2
A dog wearing a blue leash rides in a car.,A dog is wearing a blue collar.,1
Students standing on the street getting drinks.,The people are parched.,1
Students standing on the street getting drinks.,The people are indoors.,2
A man holding giving a lecture.,People are listening to a man.,0
A man holding giving a lecture.,The man is holding a book.,1
Two men in plaid shirts riding horses and they are lassoing a calf.,Two men on top of white horses.,1
Two men in plaid shirts riding horses and they are lassoing a calf.,Two men on top of bicycles.,2
A woman with blond-hair and wearing a pink top is singing in a club.,The woman wore a pink top to the club.,0
A woman with blond-hair and wearing a pink top is singing in a club.,The woman had a drink at the club.,1
A black woman wearing an orange shirt is taking a snapshot.,The woman in the orange shirt is taking a snapshot.,0
A black woman wearing an orange shirt is taking a snapshot.,The tall woman in the orange shirt is taking a snapshot.,1
A woman who is bent over with one of her shoes off about to put on a band aid.,A woman holds a transparent band aid.,1
A woman who is bent over with one of her shoes off about to put on a band aid.,A woman doesn't have a band aid.,2
A man wearing all white is walking on a rope attached to a bike while surrounded by people.,A man is walking on the thin rope.,1
A man wearing all white is walking on a rope attached to a bike while surrounded by people.,A man is walking on the rope.,0
A little girl in a yellow dress lays on a wooden floor surrounded by flowers.,A boy is laying on the floor next to flowers.,2
A little girl in a yellow dress lays on a wooden floor surrounded by flowers.,A girl is laying on the floor next to daffodils.,1
A man is crouched down on a skateboard and is being pulled along in the water.,the man on a snowboard,2
A man is crouched down on a skateboard and is being pulled along in the water.,the man is on a skateboard.,0
Two people on red motorcycle riding with a group of motorcyclist.,Two men on red bicycle riding with a group of motorcyclist.,2
Two people on red motorcycle riding with a group of motorcyclist.,Two people on motorcycle riding with a group of motorcyclist.,0
A man acting silly on a pole at a party.,A man is using a pole to dance.,1
A man acting silly on a pole at a party.,A man is using a broom.,2
A little boy in a red jacket plays on a jungle gym.,The girl is jumping rope during recess.,2
A little boy in a red jacket plays on a jungle gym.,The boy plays on the jungle gym during recess.,0
A little girl riding on a man's shoulders.,A girl rides her father's shoulders.,1
A little girl riding on a man's shoulders.,A girl rides a woman's shoulders.,2
A pair of people parasailing on a sunny day.,Two people are parasailing on a stormy lake.,2
A pair of people parasailing on a sunny day.,Two people are parasailing.,0
"Three UNO cards in reds and yellows in the foreground, with a young boy holding additional cards in the background.","Three cards from a game of UNO in the foreground, with a young boy holding additional playing cards in the background.",0
"Three UNO cards in reds and yellows in the foreground, with a young boy holding additional cards in the background.","Three cards from a game of UNO in the foreground, with an overweight boy holding additional playing cards in the background.",1
People stand outside of a market.,Men are at a market,1
People stand outside of a market.,People are at a market,0
"A Jewish man wearing glasses, button up long blue shirt getting desserts on the table",The man is not getting something sweet.,2
"A Jewish man wearing glasses, button up long blue shirt getting desserts on the table",The man is getting something sweet for free.,1
A brown dog leaps into a swimming pool.,A brown dog is leaping into a pool.,0
A brown dog leaps into a swimming pool.,A brown fat dog is leaping into a pool.,1
Two people walk down the street in a blur of motion.,two people are riding,2
Two people walk down the street in a blur of motion.,two boys are walking,1
A woman using a whisk to blend the liquid contents in a measuring cup.,The woman is blending liquids in a measuring cup.,0
A woman using a whisk to blend the liquid contents in a measuring cup.,The woman is blending  solids in a measuring cup.,2
A woman is holding a bouquet of tissue paper flowers while two men look on from the porch.,One girl watch a woman holding tissue paper flowers.,2
A woman is holding a bouquet of tissue paper flowers while two men look on from the porch.,Two elderly men watch a woman holding tissue paper flowers.,1
"The girl is wearing a white shirt with pink skirt, and she is standing in front of a house.",The girl is outside of a house.,0
"The girl is wearing a white shirt with pink skirt, and she is standing in front of a house.",The girl is outside of her university.,2
A runner is participating in a run session or race along a desolate stretch of country road.,The runner is in a rural area.,0
A runner is participating in a run session or race along a desolate stretch of country road.,The runner is in a rural area near a city.,1
A woman who is fixing her computer while showing her daughter what it is doing.,The woman's son shows his mom how to fix her computer.,2
A woman who is fixing her computer while showing her daughter what it is doing.,The woman lets her daughter watch as she fixes her computer.,0
A man with a can walks past a painting of a construction scene.,A man walks past a famous painting,1
A man with a can walks past a painting of a construction scene.,A man walks past a painting,0
People watching two women wearing red and black dancing at a tavern.,Two woman are drunk and fighting.,2
People watching two women wearing red and black dancing at a tavern.,Two woman are dancing.,0
"A snowboarder performs a jump on the clean, white snow.",a snowboarder with a burton snowboard is sitting on the snow,2
"A snowboarder performs a jump on the clean, white snow.",a snowboarder performs in the snow,0
"Many people busily working, watching a presentation, or talking to each other.",There were many people working.,0
"Many people busily working, watching a presentation, or talking to each other.",Many people were watching tv.,2
A Woman is looking through a telescope while wearing a red coat.,A woman is peeping through a telescope.,0
A Woman is looking through a telescope while wearing a red coat.,A woman is peeping through an old telescope. ,1
A blond child wearing a gray shirt with purple flowers is using an orange toothbrush to brush their teeth.,A kid is cleaning their ears.,2
A blond child wearing a gray shirt with purple flowers is using an orange toothbrush to brush their teeth.,A kid is cleaning their teeth with mint toothpaste.,1
"Young girl in a blue dress walking on the sand, with 2 children in the background walking by the trees and brush.",The girl is walking.,0
"Young girl in a blue dress walking on the sand, with 2 children in the background walking by the trees and brush.",The white girl is walking.,1
A man or older boy is standing up in a blue and white speedboat that's parked in a driveway.,"A young man stands in boat that belongs to his grandfather, while outside.",1
A man or older boy is standing up in a blue and white speedboat that's parked in a driveway.,A young man stands on the driveway.,2
A boy in a white shirt walks in the ocean.,A boy going to relax in the lake.,2
A boy in a white shirt walks in the ocean.,A boy going to get wet in the ocean.,0
A man grips onto his walking stick as he hikes the rough terrain.,A man grips onto his backpack as he hikes the mountain.,2
A man grips onto his walking stick as he hikes the rough terrain.,A man grips onto his walking stick while hiking.,0
A man in white shirt and jeans leans over with locked legs to paint the top of a building overlooking a gated yard.,The girl is in a blue shirt,2
A man in white shirt and jeans leans over with locked legs to paint the top of a building overlooking a gated yard.,The man is in a white shirt,0
A young woman and an older man are making food at a street market.,Two people are making food on the busy street.,1
A young woman and an older man are making food at a street market.,Two people are making food on the street.,0
A young man in a black t-shirt with a green hat standing.,A young man standing on stairs.,1
A young man in a black t-shirt with a green hat standing.,A young man standing.,0
"Person standing atop of a plateau, sun setting along the puffy white clouds over the horizon, above the blue ocean.",The sun is setting over the ocean.,0
"Person standing atop of a plateau, sun setting along the puffy white clouds over the horizon, above the blue ocean.",The moon is rising over the ocean.,1
A large group of men in military garb standing on a field with a crowd behind them.,A large group of soldiers standing on a field with a crowd behind them.,1
A large group of men in military garb standing on a field with a crowd behind them.,A large group of men are on a field.,0
Girl outside holding a pink flower that matches her top and smiling.,A pink clothed girl is holding a pink flower,0
Girl outside holding a pink flower that matches her top and smiling.,A pink clothed girl is holding a green flower,2
Little boy in a red Radio Flyer Town and Country wagon.,A wagon has a boy in it.,0
Little boy in a red Radio Flyer Town and Country wagon.,A wagon has very green paint.,2
In a science museum looking through a telescope.,A man is looking through a telescope in a museum exhibit.,1
In a science museum looking through a telescope.,A person is looking through a book in a museum exhibit.,2
An aircraft stands on cement by workers in yellow vests.,The workers are wearing green vests..,2
An aircraft stands on cement by workers in yellow vests.,The workers are protecting the aircraft.,1
A couple of people in white sit in a subway car going through a bright orange station.,The people are going into a subway station.,2
A couple of people in white sit in a subway car going through a bright orange station.,The people might be going to work.,0
A horse or mule is pulling a man in a cart down a paved road.,A man rides a horse with a cart down a paved road.,0
A horse or mule is pulling a man in a cart down a paved road.,A man rides a horse down a road.,1
People in costumes are walking around in the street.,People dressed in costumes are  sleeping.,2
People in costumes are walking around in the street.,Women dressed in costumes are outdoors.,1
A blond girl sits with her instrument looking off in the distance.,A girl is sitting under a tree with an instrument.,1
A blond girl sits with her instrument looking off in the distance.,A girl has her instrument with her.,0
Two young girls in purple dresses by a body of water.,Adults standing outside,2
Two young girls in purple dresses by a body of water.,Children with purple shoes standing outside.,1
A dog that looks much like a coyote jumps into the air over a grassy field to catch a tennis ball.,A dog jumps in the air to catch a tennis ball.,0
A dog that looks much like a coyote jumps into the air over a grassy field to catch a tennis ball.,The dog is at a park.,1
A tall man with a bright colored coat looks down as he stands in a marketplace.,The man guarded the door.,0
A tall man with a bright colored coat looks down as he stands in a marketplace.,Hes guarding it.,1
A woman wearing a bright yellow jacket and hat stands on a busy street while others walk by.,A woman is in on a busy street in Yellow City.,1
A woman wearing a bright yellow jacket and hat stands on a busy street while others walk by.,A woman is in on a busy street.,0
A bricklayer smoothing out concrete.,Someone is smoothing butter.,2
A bricklayer smoothing out concrete.,Someone is smoothing expensive concrete.,1
"A smiling man with long hair and a beard is standing outside, wearing a teal jumpsuit, a hat, and protective ear-gear.",A man with long hair and a beard is standing outside.,0
"A smiling man with long hair and a beard is standing outside, wearing a teal jumpsuit, a hat, and protective ear-gear.",A woman with long hair is standing outside waiting for her friend to arrive so they can go to dinner.,2
A blond-haired child squeezes paint onto a spinning wheel.,A child squeezing,0
A blond-haired child squeezes paint onto a spinning wheel.,A great person sleeping,2
Many men on the back of a pick up truck going down a road.,A truck full of workers is going down the road.,1
Many men on the back of a pick up truck going down a road.,A truck full of men is going down the road.,0
A man wearing a helmet has his hand up in the air and is shouting in a similar way the crowd behind his doing.,The crowd is shouting with their hands up in the air.,0
A man wearing a helmet has his hand up in the air and is shouting in a similar way the crowd behind his doing.,Everyone is shouting obscenities.,1
A man and two children sleeping.,A man and children sleeping.,0
A man and two children sleeping.,A man is sleeping in a pub.,1
a man points to a projected image of a Firefox page at a conference.,The man was showing an image of Edge.,2
a man points to a projected image of a Firefox page at a conference.,The man was playing audio narration.,1
"An aerial view is on the top of two women, one older, one younger, who seem to be making something to eat at a public showcase.",Two women cook food.,0
"An aerial view is on the top of two women, one older, one younger, who seem to be making something to eat at a public showcase.",A blond and a brunette make something to eat.,1
Five children sitting on a set of steps that are located outside.,Several kids are sitting outside near the stairway.,0
Five children sitting on a set of steps that are located outside.,Several cousins are sitting outside near the stairway.,1
"A man walks down the sidewalk in his baseball cap with a bag that reads, ""Earth in the Balance"".",The man in the baseball hat is carrying nothing.,2
"A man walks down the sidewalk in his baseball cap with a bag that reads, ""Earth in the Balance"".",The man in the baseball hat is carrying a bag.,0
"A group, dressed in scuba gear, is sitting at the bottom of a pool.",People are at a shopping mall .,2
"A group, dressed in scuba gear, is sitting at the bottom of a pool.",People are at a party .,1
Two teams of boys playing soccer and one boy is up in the air with the ball behind him.,A boy kicks the ball away from opponents at a basketball game.,2
Two teams of boys playing soccer and one boy is up in the air with the ball behind him.,A boy has teammates on the field with him at a soccer game.,0
The man and the woman are sitting at a table in a food court.,The man and woman are in their seats.,0
The man and the woman are sitting at a table in a food court.,The man and woman running a race.,2
A man in a black shirt prepares to perform in front of a microphone.,A man is not cooking at home.,0
A man in a black shirt prepares to perform in front of a microphone.,A man wishes he was cooking at home.,1
A young man demonstrating his prowess in the martial arts for his girlfriend as she sits on a concrete wall that is part of a general seating area.,His girlfriend is shown his moves.,0
A young man demonstrating his prowess in the martial arts for his girlfriend as she sits on a concrete wall that is part of a general seating area.,His girlfriend is not present to view his moves.,2
A dog plays on the beach.,A dog plays on sand.,0
A dog plays on the beach.,A dog plays in the park.,2
A man sitting next to tires in a showroom containing race cars lined up with hoods opened.,A man is standing next to steerings.,2
A man sitting next to tires in a showroom containing race cars lined up with hoods opened.,A man is sitting next to flat tires.,1
"A man in a black jacket, burgundy shirt and blue jeans, walking past a newspaper vendor stand in a crowded subway station.","a boy wearing a jacket, jeans and tennis shoes shuffles past a vendor in a busy train station",1
"A man in a black jacket, burgundy shirt and blue jeans, walking past a newspaper vendor stand in a crowded subway station.",a boy wearing a jacket and jeans shuffles past a vendor in an empty train station,2
The little girl wearing blue jeans and a pink shirt is practicing hopping for the camera.,A young girl is hopping in front of the camera.,0
The little girl wearing blue jeans and a pink shirt is practicing hopping for the camera.,The teenage boy stands idly in front of the camera.,2
Two young ladies review the pictures taken in their digital camera.,Two young ladies are not running.,0
Two young ladies review the pictures taken in their digital camera.,Two young ladies are outside.,1
Some people are walking on a walkway in front of a mural on the side of a building.,People are swimming,2
Some people are walking on a walkway in front of a mural on the side of a building.,People are walking to work,1
Men playing a sport during a sunny day.,There are men playing a sport in the sun.,0
Men playing a sport during a sunny day.,Guys are playing outside.,1
An older man is doing a karate pose.,a man is doing karate while watching TV. ,1
An older man is doing a karate pose.,a man is doing karate.,0
Four people looking through a fence at something.,The people looking through a fence to see the game.,1
Four people looking through a fence at something.,The people looking through a fence.,0
A group of laughing people on a red couch.,Some people laugh on the couch.,0
A group of laughing people on a red couch.,A group of people are arguing on the couch.,2
A Girl with long brown hair standing outside.,A girl has long  brown hair.,0
A Girl with long brown hair standing outside.,A girl has short brown hair.,2
a man and woman cook in a kitchen painted red.,The people are cooking.,0
a man and woman cook in a kitchen painted red.,The people are cooking outside.,2
Three children are playing in sand near to the beach.,The children are in sand.,0
Three children are playing in sand near to the beach.,The brothers are in sand.,2
A woman using a whisk to blend the liquid contents in a measuring cup.,A woman is blending liquid.,0
A woman using a whisk to blend the liquid contents in a measuring cup.,A young woman is blending liquid.,1
"A young man in a gray t-shirt, wearing glasses, is smearing something white on a colorful, decorated wall.",A man is smearing something on the floor.,2
"A young man in a gray t-shirt, wearing glasses, is smearing something white on a colorful, decorated wall.",A man is smearing something on a brick wall.,1
A female swimmer wearing a swim cap and nose clips moves slowly through the water is seen from below.,An older woman swims in the water.,1
A female swimmer wearing a swim cap and nose clips moves slowly through the water is seen from below.,A woman swims in the water.,0
A man in a black hat and blue shirt juggling.,A woman is juggling.,2
A man in a black hat and blue shirt juggling.,A circus performer is juggling.,1
A ceremony with fired guns startles young children dressed in white and red.,A ceremony has fired white guns.,1
A ceremony with fired guns startles young children dressed in white and red.,A ceremony has fired guns.,0
Mixed crowd playing a board game.,A group of different people is playing a board game.,0
Mixed crowd playing a board game.,No one in the crowd is playing a board game.,2
Three young boys playing in the woods.,Three young boys play outside.,0
Three young boys playing in the woods.,Three young boys play cowboys and Indians.,1
A gut wearing a plaid shirt with a mustache selling fish at a market.,The man is selling seafood.,0
A gut wearing a plaid shirt with a mustache selling fish at a market.,The man is selling apples.,2
A man in a black shirt and blue jeans crawls on a table.,A man wearing a black shirt.,0
A man in a black shirt and blue jeans crawls on a table.,A man wearing a blue t-shirt.,2
A surfer rides out the green and white waves.,The practising surfer is in the water.,1
A surfer rides out the green and white waves.,A bear is in the water alone.,2
A woman enjoying some food with her thumb in her mouth.,Woman is eating food.,0
A woman enjoying some food with her thumb in her mouth.,Woman is eating fatty food.,1
A young women in a green shirt and blue shorts is walking past a man with a grocery card full of clothes.,The young women walk past a thief.,1
A young women in a green shirt and blue shorts is walking past a man with a grocery card full of clothes.,The young women walk past a man with a grocery cart.,0
Two baseball players with black caps and red uniforms are playing baseball.,The two baseball players are playing basketball,2
Two baseball players with black caps and red uniforms are playing baseball.,The two baseball players are playing baseball,0
There is snow on the ground and a bit on the roof of Adirondack Express.,The Adirondack Express and ground are covered in thick snow.,1
There is snow on the ground and a bit on the roof of Adirondack Express.,The Adirondack Express and ground are covered in mud.,2
"Three young girls are having fun, jumping and playing on the sidewalk.",The girls are playing on the sidewalk.,0
"Three young girls are having fun, jumping and playing on the sidewalk.",The girls are playing on the bed.,2
Man paddling in blue kayak in the water.,The man is racing in the kayak.,1
Man paddling in blue kayak in the water.,The man is carrying the kayak.,2
People unloading goods from a truck.,"The people are outside, unloading goods.",0
