premise,hypothesis,label
A young couple playfully playing near the train tracks.,Two people in a subway station.,1
A young couple playfully playing in the park.,Two people in a subway station.,2
A young couple playfully playing in the subway.,Two people in a subway station.,0
A young couple playfully playing in the subway.,Two people are riding a bus.,2
Several children leaping into a pile of leaves on the ground.,The children leaped into a pile of leaves.,0
Several children leaping into a pile of leaves on the ground.,The boys leaped into a pile of leaves.,1
Several children and a pile of leaves on the ground.,The children leaped into a pile of leaves.,1
Several children leaping into a pool.,The children leaped into a pile of leaves.,2
Several children leaping into a pile of leaves on the ground.,The children leaped into a pile of balloons.,2
"Women are in a kitchen, two of them are sitting at the kitchen table.","People in a kitchen, with two women seated at the table.",0
"People are in a kitchen, two of them are sitting at the kitchen table.","People in a kitchen, with two women seated at the table.",1
"People are in a kitchen, two of them are sitting at the kitchen table.","People in a kitchen, with five seated at a piece of furniture.",2
"People are in a kitchen, two of them are sitting at the kitchen table.","People in a kitchen, with two seated at a piece of furniture.",0
"Men are in a kitchen, two of them are sitting at the kitchen table.","People in a kitchen, with two women seated at the table.",2
Many army men in a line holding guns in green suits walking down a concrete road with a big building in the background.,Army men walk down a road in green attire.,0
Many policemen in a line holding guns in green suits sitting next to a concrete road with a big building in the background.,Army men march down a road in uniform for a parade.,2
Many army men in a line holding guns in green uniforms walking down a concrete road for a parade with a big building in the background.,Army men march down a road in uniform for a parade.,0
Many army men in a line holding guns in green suits walking down a concrete road with a big building in the background.,Army men march down a road in uniform for a parade.,1
Many army men in a line holding guns in green suits walking down a concrete road with a big building in the background.,Army men march down a road in black uniforms for a parade.,2
A dirty sled sits in murky water as workers tend to their jobs.,A boat in sitting in murky water,2
A dirty boat sits in murky water as workers tend to their jobs.,A boat in sitting in the marina.,1
A dirty boat sits in murky water as workers tend to their jobs.,A boat in sitting on the trailer.,2
A dirty boat sits in water as workers tend to their jobs.,A boat in sitting in murky water,1
A dirty boat sits in murky water as workers tend to their jobs.,A boat in sitting in murky water,0
A man with jackhammer making cement,The man is makign cement,0
A man with a jackhammer,The man is makign cement,1
A man with a jackhammer demolishing cement,The man is demolishing cement.,0
A man with a jackhammer demolishing cement,The man is makign cement,2
A man with a jackhammer demolishing cement,The man is demolishing cement stairs.,1
A man in a suit with a wineglass in his hand is speaking to a group of people at a party.,A man speaks to people at a party holding a beer.,2
A man in a suit with a wineglass in his hand is speaking to a group of people at a party.,A man speaks to people at a party holding a wineglass.,0
A man in formal attire with a wineglass in his hand is speaking to a group of people at a party about his adventures in tennesse.,A man speaks to people at a party about his adventures in the deep south.,0
A man in a suit with a wineglass in his hand is speaking to a single person at a party.,A man speaks to people at a party about his adventures in the deep south.,2
A man in a suit with a wineglass in his hand is speaking to a group of people at a party.,A man speaks to people at a party about his adventures in the deep south.,1
A shaggy black and white dog is running on the grass.,they are talking loud,1
A shaggy black and white dog is barking loudly on the grass.,they are talking loud,0
A shaggy black and white dog is running on the grass.,An orange dog  runs on the grass. talking loud,2
A shaggy black and white dog is running on the grass.,A black and white dog  runs on the grass.,0
A shaggy black and white dog is sleeping on the grass.,they are talking loud,2
A man in a top hat is playing the accordion on the side of a city street.,A man is begging on the sidewalk.,2
A man in a top hat is playing the accordion on the side of a city street.,A man is playing his heart out on the sidewalk.,1
A man in a top hat is playing the accordion on the side of a city street.,A man is performing on the sidewalk.,0
A man in a top hat is playing the accordion.,A man is performing on the sidewalk.,1
A man in a top hat is playing the accordion in a stadium.,A man is performing on the sidewalk.,2
A person rolls the bowling ball to hit bowling pins and scores 300.,Someone is bowling a perfect game.,0
A person is about to roll the bowling ball attempting to hit bowling pins.,Someone is bowling and trying to do well.,0
A person is about to roll the bowling ball attempting to hit bowling pins.,Someone is pitching a baseball.,2
"A person is about to roll the bowling ball attempting to hit bowling pins, but misses.",Someone is bowling a perfect game.,2
A person is about to roll the bowling ball attempting to hit bowling pins.,Someone is bowling a perfect game.,1
One African American man is looking through a microscope and there is a poster that says blood cells hanging on the wall.,The man is using a microscope.,0
One African American man is looking at something.,The man is looking at a person.,1
One African American man is looking at a person,The man is looking at a person.,0
One African American man is looking through a microscope and there is a poster that says blood cells hanging on the wall.,The man is looking at a person.,2
One African American man is looking through a microscope and there is a poster that says blood cells hanging on the wall.,The man is using an expensive microscope.,1
"A man in a plaid suit and clown makeup plays guitar, while a man in a brown shirt head bangs and a woman plays bass in the background.",The three musicians are preparing for a live performance later that evening.,1
"A man in a plaid suit and clown makeup plays guitar, while a man in a brown shirt head bangs and a woman plays bass in the background at a concert.",The three musicians are preparing for a live performance later that evening.,2
"A man in a plaid suit and clown makeup plays guitar, while a man in a brown shirt head bangs and a woman plays bass in the background.",The seven musicians are preparing for a live performance later that evening.,2
"A man in a plaid suit and clown makeup plays guitar, while a man in a brown shirt head bangs and a woman plays bass in the background.",The three musicians are making music.,0
"A man in a plaid suit and clown makeup plays guitar, while a man in a brown shirt head bangs and a woman plays bass in the background preparing for an evening concert.",The three musicians are preparing for a live performance later that evening.,0
"A woman in a blue coat walks home along a sidewalk, in front of a subway sign.",A woman heading home.,0
"A woman in a blue coat issues tickets along a sidewalk, in front of a subway sign.",A woman heading home.,2
"A woman in a blue coat walks along a sidewalk, in front of a subway sign.",A woman walks along a sidewalk.,0
"A woman in a blue coat walks along a sidewalk, in front of a subway sign.",A man walks along a sidewalk.,2
"A woman in a blue coat walks along a sidewalk, in front of a subway sign.",A woman heading home.,1
The woman in the red jacket looks as if she was buying something from the open air vendor.,The woman is wearing a jacket.,0
The woman in the red jacket looks as if she was buying some roses from the open air vendor.,The woman is buying a beautiful bunch of roses from a street vendor.,0
The woman in the red jacket looks as if she was buying something from the open air vendor.,The man is wearing a dress.,2
The woman in the red jacket looks as if she was buying something from the open air vendor.,The woman is buying a beautiful bunch of roses from a street vendor.,1
The woman in the red jacket looks as if she was buying some stationery from the open air vendor.,The woman is buying a beautiful bunch of roses from a street vendor.,2
Two men on opposing sports teams are at odds with each other and in the midst of a fight while another man stands in the back watching.,The men are on the opposite teams.,0
Two men on a sports team are at odds with each other and in the midst of a fight while another man is watching.,The men are on the same team.,0
Two men on opposing sports teams are at odds with each other and in the midst of a fight while another man stands in the back watching.,The men are on the same team.,2
Two men are at odds with each other and in the midst of a fight while another man stands in the back watching.,The men are on the same team.,1
Two men on opposing sports teams are at odds with each other and in the midst of a fight while another man stands in the back watching.,The football players are on the opposite team.,1
Man pushing his cart with personal items.,A man pushes a cart.,0
Man pushing his cart with personal items.,A man is eating a bag of chips.,2
Man pushing his car with personal items.,A man pushes a cart.,2
Man pushing something with personal items.,A man pushes a cart.,1
Man pushing his cart with personal items.,A man is pushing a cart with his personal items at a store.,1
Boat sails in rough water.,Rough water with a boat sailing through it,0
Boat sails in rough water.,Rough water with a white boat sailing through it,1
Boat sails in rough water.,Calm water with a boat sailing through it,2
A boat sails in rough water with many passengers on board. ,Rough water with a boat sailing through it,1
The boat sits in the tranquil water.,Rough water with a boat sailing through it,2
Many people are leading a giant blown up figure of Karl Max down a street.,The blow-up figure is Karl Marx.,0
Many people leading a giant blow-up figure of Oscar the Grouch down a street.,Many people on the street.,0
Many people are leading a giant blown up figure down a street. ,The blow-up figure is Karl Marx.,1
Many people leading a giant blow-up figure of Oscar the Grouch down a street.,Many people on the Hollywood Walk of fame.,1
Many people leading a giant blow-up figure of Oscar the Grouch down a street.,The blow-up figure is Karl Marx.,2
a group of people sitting on the ground on the sidewalk,People are sitting on the beach.,2
a group of people sitting on the ground on the sidewalk,People are sitting on a sidewalk.,0
a group of people sitting on the ground on the sidewalk,People are sitting in protest.,1
a group of people  on the sidewalk,People are sitting on a sidewalk.,1
a group of people sitting on the benches near the sidewalk,People are sitting on a sidewalk.,2
"Two asian women are holding up a partially filled trash bag, smiling.",Two women hold up trash bags every day.,1
"Two asian women are holding up a partially filled trash bag, smiling.",Men drop trash.,2
"Two asian men are dropping trash bag, smiling.",Men drop trash.,1
"Two asian men are dropping a partially filled trash bag, smiling.",Men drop trash.,0
"Two asian women are holding up a partially filled trash bag, smiling.",Two women are holding up a trash bag.,0
A man with a peach colored shirt leaning against a wall talking to a woman in a red skirt with long braided hair.,Bob was wearing his peach colored tshirt while talking to a long braided hair lady.,0
A man with an orange colored shirt leaning against a wall talking to a woman in a red skirt with long braided hair.,Bob was wearing his peach colored tshirt while talking to a long braided hair lady.,2
A man with a peach colored shirt leaning against a wall talking to a woman in a red skirt.,Bob was wearing his peach colored tshirt while talking to a long braided hair lady.,1
A man with a peach colored shirt leaning against a wall talking to a woman in a red skirt with long braided hair.,Bob was wearing his black colored tshirt while talking to a long braided hair lady.,2
A man with a peach colored shirt leaning against a wall talking to a woman in a red skirt with long braided hair.,Bob was wearing his bright colored tshirt while talking to a long braided hair lady.,1
A baseball player is sliding across home plate in order to score a run for his team.,The baseball player slide at home.,0
A baseball player is sliding across home plate in order to score a run for his team.,It was really close.,1
A baseball player is jumping across home plate in order to score a run for his team.,Nobody is sliding.,0
A baseball player is going across home plate in order to score a run for his team.,Nobody is sliding.,1
A baseball player is sliding across home plate in order to score a run for his team.,Nobody is sliding.,2
Several bikers are going down one side of a four lane road while passing buildings that seem to be composed mostly of shades of brown and peach.,A group of bikers are riding down a road past some old buildings.,1
Several bikers are going down one side of a four lane road while passing buildings that seem to be composed mostly of shades of brown and peach.,A group of bikers are riding down a road past some farms.,2
Several bikers are going down one side of a four lane road while passing farms that seem to be composed mostly of shades of brown and peach.,A group of bikers are riding down a road past some buildings.,2
Several bikers are going down one side of a four lane road while passing structures that seem to be composed mostly of shades of brown and peach.,A group of bikers are riding down a road past some buildings.,1
Several bikers are going down one side of a four lane road while passing buildings that seem to be composed mostly of shades of brown and peach.,A group of bikers are riding down a road past some buildings.,0
"A woman in a blue shirt is laughing at her sister in a black shirt outside, as people are sitting and standing all around them.",Two sisters tell each other jokes in public.,0
"A woman in a blue shirt is laughing with a woman in a black shirt outside, as people are sitting and standing all around them.",Two women tell each other jokes at home in private.,2
"A woman in a blue shirt is laughing with a woman in a black shirt outside, as people are sitting and standing all around them.",Two women talk with each other in public.,0
"A woman in a blue shirt is laughing with a woman in a black shirt outside, as people are sitting and standing all around them.",Two sisters tell each other jokes in public.,1
"A man in a blue shirt is laughing with a man in a black shirt outside, as people are sitting and standing all around them.",Two sisters tell each other jokes in public.,2
"A fluffy, white dog running in the snow.",A white dog is running.,0
"A fluffy, white dog running in the snow.",A white dog is walking.,2
"A fluffy, white dog running in the snow after a man.",A white dog is running after somebody.,0
"A fluffy, white dog running in the snow after a ball.",A white dog is running after somebody.,2
"A fluffy, white dog running in the snow.",A white dog is running after somebody.,1
A dog is about to catch a treat in his mouth.,The dog will catch it.,1
A cat is trying to catch a treat in its mouth.,The dog is expecting the treat.,2
A dog is about to vomit a treat from his mouth.,The dog is expecting the treat.,1
A dog is about to catch a treat in his mouth.,The dog is sleeping.,2
A dog is about to catch a treat in his mouth.,The dog is expecting the treat.,0
Two men handle a fishing net with a cloudy blue sky and concrete wall behind them.,Two men are handling fishing gear in cloudy weather.,0
Two men handle a fishing net with a cloudy blue sky and concrete wall behind them.,Two men are fishing in the rain.,2
Two men catch fish with a fishing net in the rain with a concrete wall behind them.,Two men are fishing in the rain.,0
Two men handle a fishing net with a cloudy grey sky and concrete wall behind them.,Two men are fishing in the rain.,1
Two men handle a fishing net with a cloudy blue sky and concrete wall behind them.,Two men are fishing in cloudy weather.,1
A dog climbs down a black ramp,A ramp leads into a house.,1
A dog climbs down a black ramp,A cat is on a ramp,2
A dog climbs down a black ramp,A dog is on a ramp,0
A dog climbs down a ramp into the store,A ramp leads into a house.,2
A dog climbs down a ramp into the house,A ramp leads into a house.,0
Three people are staring at a small painting in a museum.,Three people are in a museum.,0
Three people are staring at a small painting.,Three people are ignoring painting.,2
Three people are staring at a small painting.,Three people are in a museum.,1
Three people are staring at a small painting in the hotel.,Three people are in a museum.,2
Three people are staring at a small painting.,Three people looking at painting.,0
A woman is at a store getting ready to pay for groceries.,The woman is paying for food.,0
A woman is at a store getting ready to pay for groceries.,The woman is paying for expensive food.,1
A woman is at a store getting ready to pay.,The woman is paying for food.,1
A woman is at a store getting ready to pay for electronics.,The woman is paying for food.,2
A woman is at a store getting ready to pay for groceries.,The man is paying for food.,2
A young woman swings a young boy around by the hands.,The young woman swings her young boy.,1
A young woman swings a young boy around by the hands.,The young woman swings a young boy.,0
A young girl see a young boy running from her.,The young boy is running from the girl.,0
A young girl see a young boy running.,The young boy is running from the girl.,1
A young woman swings a young boy around by the hands.,The young boy is running from the girl.,2
A surgeon and surgical staff in the break room. ,A surgeon is doing a hip replacement.,2
A surgeon and surgical staff performing a hip replacement procedure.,A surgeon is doing a hip replacement.,0
A surgeon and surgical staff operating on a patient.,A surgeon is performing a surgery on a patient,0
A surgeon and surgical staff operating on a patient.,A surgeon is doing a hip replacement.,1
A surgeon and surgical staff operating on a patient.,The patient did not need to have surgery.,2
A small Japanese woman is standing on the corner.,A woman waits for a walk signal to cross the street.,1
A small Japanese boy is standing on the corner.,A woman waits for a walk signal to cross the street.,2
"A small Japanese woman is standing on the corner, waiting for the signal to cross.",A woman waits for a walk signal to cross the street.,0
A small Japanese woman is standing on the corner.,A woman standing near the street.,0
A small Japanese woman is standing on the corner.,A woman stands in the middle of the street.,2
A child is standing up on a wooden bench.,child lays on bench,2
The child is on a wooden bench.,child lays on bench,1
A child is laying down on a wooden bench.,child lays on bench,0
A child is laying down on a wooden bench.,A child lays on a park bench.,1
A child is laying down on a wooden bench.,A child lays on a couch.,2
A skier falls down a hill.,A skier falls down the stairs.,2
A skier falls down the hill when a rock hit him.,A skier falls down a hill after begin hit by a rock.,0
A skier falls down a hill.,A skier falls down a hill after begin hit by a rock.,1
A skier falls down a bridge.,A skier falls down a hill after begin hit by a rock.,2
A skier falls down a hill.,A skier falls down.,0
A heavily bearded man in a cap is playing a banjo.,A man is playing live.,1
A heavily bearded man in a cap is playing a banjo.,A man playing an game.,2
A heavily bearded man in a cap is drawing a sketch.,A man playing an instrument.,2
A heavily bearded man in a cap is playing.,A man playing an instrument.,1
A heavily bearded man in a cap is playing a banjo.,A man playing an instrument.,0
A woman selling bamboo sticks or brooms as employment talking to two men on a loading dock.,A woman is selling bamboo sticks to help provide for her family.,0
A woman selling chicken or steak talking to two men on a loading dock.,A woman is selling bamboo sticks to help provide for her family.,2
A woman selling bamboo sticks or brooms talking to two men on a loading dock.,A woman is selling bamboo sticks.,0
A woman selling bamboo sticks or brooms talking to two men on a loading dock.,A woman is selling vegetable sticks.,2
A woman selling bamboo sticks or brooms talking to two men on a loading dock.,A woman is selling bamboo sticks to help provide for her family.,1
A young girl holding a doll is smiling.,A girl is playing with a doll.,0
A young girl holding a doll is smiling at a boy playing baseball.,A boy is playing baseball.,0
A young girl holding a doll is smiling.,A beautiful girl is playing with a doll.,1
A young girl holding a doll is smiling.,A boy is playing baseball.,2
A young girl holding a doll is smiling at a boy with a ball.,A boy is playing baseball.,1
An Asian bride in a red silk dress clutching a bouquet of red roses and an Asian groom in a blue silk robe are riding a roller coaster.,An Asian bride is riding a roller coaster.,0
An Asian bride in a red silk dress clutching a bouquet of red roses and an Asian groom in a blue silk robe are at an adventure park.,An Asian bride is riding a roller coaster.,1
An Asian bride in a red silk dress clutching a bouquet of red roses and an Asian groom in a blue silk robe are posing in a grassy field.,An Asian bride is young.,1
An Asian bride in a red silk dress clutching a bouquet of red roses and an Asian groom in a blue silk robe are posing in a grassy field.,An Asian bride is riding a roller coaster.,2
An Asian bride in a red silk dress clutching a bouquet of red roses and an Asian groom in a blue silk robe are posing in a grassy field.,An Asian bride is posing in a grassy field.,0
A bearded snowboarder prepares to go over his ramp.,A woman with a snowboard waits to run a course.,2
A snowboarder prepares to go over a ramp.,A woman with a snowboard waits to run a course.,1
A female snowboarder prepares to go over a ramp.,A woman with a snowboard waits to run a course.,0
A snowboarder prepares to go over a ramp.,A snowboarder waits to run a course.,0
A snowboarder prepares to go over a ramp.,A woman with a snowboard runs a course.,2
"On a muddy racetrack, the yellow Poust car pulls ahead of the competing Hermia car.",Two fast cars are racing.,1
"On a muddy racetrack, the yellow dog sniffs around.",Two cars are racing.,2
"On a muddy racetrack, the yellow Poust car pulls ahead of the competing Hermia car.",Two horses are racing.,2
"On a muddy racetrack, the yellow Poust car pulls ahead of the competing Hermia car.",Two cars are racing.,0
"On a muddy racetrack in Louisiana, the yellow Poust car pulls ahead of the competing Hermia car.",Two cars are racing.,1
A woman with teddy bear earmuffs is using a wand to make a giant bubble.,The woman is making something.,0
A man with teddy bear earmuffs is using a wand to make a giant bubble.,The woman is at a birthday party.,2
A woman with earmuffs is using a wand to make a giant bubble during a birthday party.,The woman is at a birthday party.,0
A woman with teddy bear earmuffs is using a wand to make a giant bubble.,The woman is piercing a giant bubble.,2
A woman with teddy bear earmuffs is using a wand to make a giant bubble.,The woman is at a birthday party.,1
"Only one person is walking on a dirt road, wearing summers clothes on a sunny day.",A group of people walking.,2
"A lot of people walking on a dirt road, wearing summer clothes on a sunny day.",A group of animals walking.,2
"A lot of people walking on a dirt road, wearing summer clothes on a sunny day.",A group of people walking.,0
"There are a lot of people on a dirt road, wearing summer clothes on a sunny day.",A group of people walking.,1
"A lot of people walking on a dirt road, wearing summer clothes on a sunny day.",A group of tourists walking.,1
A brunette woman in a striped shirt and jeans stands next to two bald women behind a table.,Bald women swallowing oysters.,1
A brunette woman in a striped shirt speaks to two blond women from behind a table.,A woman is speaking.,0
A brunette woman in a striped shirt speaks to two blond women from behind a table.,Bald women swallowing oysters.,2
A brunette woman in a striped shirt speaks to two blond women from behind a table.,A woman is trying to show off.,1
A bald woman in a striped shirt swallows oysters with two other bald women from behind a table.,Bald women swallowing oysters.,0
Four people smile and hold golden plates behind their heads.,Four people held plates.,0
Four janitors smile and hold golden plates behind their heads.,The group of students held plates.,2
Four people smile and hold golden plates behind their heads.,The group of students held plates.,1
Four students smile and hold golden plates behind their heads.,The group of students held plates.,0
Four people smile and hold golden plates behind their heads.,Three people dropped plates.,2
A child walks hand-in-hand with an adult on the grass leading up to a stone building.,The building is stone.,0
A small child walks hand-in-hand with an adult on the grass leading up to a brick building.,The building is made of brick,0
A small child walks hand-in-hand with an adult on the grass leading up to a brick building.,The old building is made of brick,1
A small child walks hand-in-hand with an adult on the grass leading up to a brick building.,The building is stone.,2
A small child walks hand-in-hand with an adult on the grass leading up to a building.,The building is stone.,1
An old man licks a spoon of peanut butter. ,The old man is eating chocolate ice cream.,2
An old man is eating dark chocolate ice cream.,The old man is eating chocolate ice cream.,0
An old man licks an ice cream cone.,The young man eats salad.,2
An old man licks an ice cream cone.,The old man is eating chocolate ice cream.,1
An old man licks an ice cream cone.,The old man is eating ice cream.,0
Fans watching a basketball game indoors at a stadium.,Fans watching a basketball game indoors at a stadium.,0
Fans watching a basketball game indoors at a stadium.,Fans watching a cricket game indoors at a stadium.,2
Fans watching a sports indoors at a stadium.,Fans watching a cricket game indoors at a stadium.,1
Fans watching a cricket indoors at a stadium.,Fans watching a cricket game indoors at a stadium.,0
Fans watching a basketball game indoors at a stadium.,Fans watching a tough  basketball game indoors at a stadium.,1
A boy wearing khaki pants and a sports team jersey is jumping down the stairs outside.,A dog bites the mailman.,2
A boy wearing khaki pants and a sports team jersey is jumping down the stairs outside.,A boy jumps down the stairs.,0
A boy wearing khaki pants and a sports team jersey is jumping down the stairs outside.,A boy jumps down the school stairs.,1
A boy wearing khaki pants and a sports team jersey is jumping down the stairs outside and ses a dog bite the mailman.,A dog bites the mailman.,0
A boy wearing khaki pants and a sports team jersey is jumping down the stairs outside and sees the dog bite someone. ,A dog bites the mailman.,1
Person hanging upside down from poles,Someone is hanging right side up.,2
Person hanging upside down from poles,Someone is hanging upside down.,0
Gymnast standing up near poles,Gymnast hanging upside down.,2
Gymnast hanging upside down from poles,Gymnast hanging upside down.,0
Person hanging upside down from poles,Gymnast hanging upside down.,1
A group of children are forming a train with their wheelchairs.,A group of kids are forming a train with their wheelchairs.,0
A group of children are forming a train with their wheelchairs.,A group of adults are forming a train with their wheelchairs.,2
A group of children are forming a train with their wheelchairs.,A group of sick kids are forming a train with their wheelchairs.,1
A group of elderly men are forming a train with their wheelchairs.,A group of kids are forming a train with their wheelchairs.,2
A group of children are forming a train with their wheelchairs.,A group of kids are forming a train with their wheelchairs.,1
A young boy walking across pipe over water.,A young boy is walking outside.,1
A young boy walking across pipe over water in his bathroom tub.,A young boy is walking outside.,2
A young boy walking across pipe over a body of water.,A young boy is walking across pipe over a lake.,1
A young boy walking across pipe over a body of water.,A young boy is walking outside.,0
A young boy walking across pipe over a body of water.,A young boy is walking inside.,2
Guy in elf suit wearing a dog mask and horns.,the man is wearing a elf suit and a dog mask,0
Guy in Santa suit wearing ninja mask and horns,the man is wearing a elf suit and a dog mask,2
Guy in Santa suit wearing ninja mask and horns,the man is wearing a borrowed suit and mask,1
Guy in costume with a mask on.,the man is wearing a elf suit and a dog mask,1
Guy in Santa suit wearing ninja mask and horns,the man is wearing a suit and a mask,0
A man in a black and yellow wetsuit is surfing.,The man is surfing,0
A man in a black and yellow wetsuit is surfing.,The man is trying to win a bowling competition.,2
A man in a wetsuit is surfing.,The man is trying to win a surf competition.,0
A woman in a black and yellow wetsuit is sleeping.,The man is trying to win a surf competition.,2
A man in a black and yellow wetsuit is surfing.,The man is trying to win a surf competition.,1
Two people smiling while sledding down a snow covered path lined with pine trees.,The people are getting very wet and cold.,1
Two people smiling while sledding down a snow covered path lined with pine trees.,The people are sledding.,0
Two people smiling while sledding down a snow covered path lined with pine trees.,The people are snowboarding.,2
Two people smiling while sledding down a snow covered path lined with pine trees on a sunny day.,The people are getting very wet and cold.,2
Two people smiling while sledding in the rain down a snow covered path lined with pine trees.,The people are getting very wet and cold.,0
Families are gathered at the park after church service to have rain.,The families all went in to church to pray for rain,0
Families are gathered in a park after church.,The families all went in to church to pray for rain,1
Families are gathered in a park.,The families all went in to church to pray for rain,2
Families are gathered in a park.,The families are in a park,0
Families are gathered in a park.,The families are in a famous park,1
one woman holding roses and two men on a bench,A woman is holding daisies by two men on a bench.,2
one woman holding daisies and two men on a bench,A woman is holding daisies by two men on a bench.,0
one woman holding flowers and two men on a bench,A woman is holding flowers while two men are on a bench.,0
one woman holding flowers and two men on a bench,A woman is holding flowers while two kids are on a bench.,2
one woman holding flowers and two men on a bench,A woman is holding daisies by two men on a bench.,1
A group of several teenage boys walking along the roadside with a garbage bag.,boys are picking up trash,1
A group of several boys walking along the roadside picking up garbage.,boys are picking up trash,0
A group of several teenage boys walking along the roadside with a garbage bag.,boys are walking along the roadside,0
A group of several boys walking along the roadside throwing a garbage bag.,boys are picking up trash,2
A group of several teenage boys walking along the roadside with a garbage bag.,boys are running along the roadside,2
A boy on a skateboard grinding down a handrail.,A skateboarder is grinding their way to class.,1
A boy on a skateboard grinding down a handrail.,A skateboarder is grinding their way up a handrail.,2
A boy on a skateboard grinding down a handrail.,A skateboarder is grinding their way down.,0
A boy is on a skateboard grinding down a handrail.,A skateboarder is grinding their way to class.,0
A boy on a scooter grinding down a handrail.,A skateboarder is grinding their way to class.,2
A crowd of people standing at an Asian gathering.,This is in Asia,1
A crowd of people standing at a Martian gathering.,This is in Asia,2
A crowd of people standing at an Asian gathering.,People are at an Asian gathering.,0
A crowd of people standing at an Asian gathering.,People are at a German gathering.,2
A crowd of people are standing at the Asian gathering.,This is in Asia,0
A person in a red and black jacket with a black backpack scales a wall.,a person is outdoors,1
A person in a red and black jacket with a black backpack scales an indoor climbing wall.,a person is outdoors,2
A person in a red and black jacket with a black backpack scales a mountain face.,A person has on a yellow and black jacket on.,2
A person in a red and black jacket with a black backpack scales a mountain face.,A young boy is climbing a mountain.,1
A person in a red and black jacket with a black backpack scales a mountain face.,a person is outdoors,0
People are crossing the english channel.,Several persons are seen swimming across the channel.,1
People are crossing a tree lined street in front of a building.,Several persons are crossing a busy street.,1
People are crossing a tree lined street in front of a building.,Several persons are crossing a street.,0
People are swimming to cross the english channel.,Several persons are seen swimming across the channel.,0
People are crossing a tree lined street in front of a building.,Several persons are seen swimming across the channel.,2
"A young boy in a t-shirt, sweats and a red hat, skateboarding in a skateboard arena, with an audience on the side and blue skies above.",A boy skates at a snowboard arena.,2
"An old woman in a t-shirt, sweats and a red hat, skateboarding in a skateboard arena, with an audience on the side and blue skies above.",a boy skates at a skateboarding competition,2
"A young boy in a t-shirt, sweats and a red hat, skateboarding in a skateboard arena, with an audience on the side and blue skies above.",a boy skates at a skateboarding competition,1
"A young boy in a t-shirt, sweats and a red hat, skateboarding in a skateboard arena, with an audience on the side and blue skies above.",A boy skates at a skateboard arena.,0
"A boy in a t-shirt, sweats and a red hat, skateboarding in a skateboard arena, with an audience on the side and blue skies above.",a boy skates at a skateboarding competition,0
an old man living the last moments of his life.,A young girl is dying.,2
an old man living the last moments of his life.,An old man is dying.,0
an old man living the last moments of his life.,An old short man is dying.,1
an old man is in the hospital.,An old man is dying.,1
a young man is living it up.,An old man is dying.,2
A person sitting on tan bench and man in green shirt standing on black and gray floor.,Two women are in a retro diner.,2
A person sitting on tan bench and man in green shirt standing on black and gray floor.,The men are in a retro diner.,1
A person sitting on tan bench and man in green shirt standing on black and gray floor.,A men is on a black and gray floor.,0
A person sitting on tan bench in a 70s diner and man in green shirt standing on black and gray floor.,The men are in a retro diner.,0
A person sitting on tan bench and man in green shirt standing on black and gray floor in a restaurant.,The men are in a retro diner.,2
They run laps across the field.,People swim in the pool,2
They swim laps across the pool.,People swim in the pool,0
They swim laps across the pool.,Professional swimmers are training in the pool.,1
They swim laps across the pool.,People are running on a track field.,2
They are doing laps.,People swim in the pool,1
A sailor scolds the crew while they are on a boat.,A sailor scolding his crew.,0
A sailor directs a group of people while they are on a boat.,There are no sailors on the boat.,2
A sailor directs a group of people while they are on a boat.,There are people on the boat.,0
A sailor ignores a group of people while they are on a boat.,A sailor scolding his crew.,2
A sailor directs a group of people while they are on a boat.,A sailor scolding his crew.,1
A fisherman has his foot caught in his net.,The fisherman is touching the pole.,2
A fisherman has his foot caught in his net.,The fisherman is touching the empty net.,1
A fisherman has his net.,The fisherman is touching the net.,1
A fisherman has his hand caught in his glove box.,The fisherman is touching the net.,2
A fisherman has his foot caught in his net.,The fisherman is touching the net.,0
The boy in yellow shorts leaps from riverbank towards the river.,The boy is going swimming.,1
The boy in yellow shorts sits beside the river.,A boy sitting in a chair,1
The boy in yellow shorts rests in a folding chair beside the river.,A boy sitting in a chair,0
The boy in yellow shorts leaps from riverbank towards the river.,The boy is wearing yellow shorts.,0
The boy in yellow shorts leaps from riverbank towards the river.,A boy sitting in a chair,2
A man wearing a black shirt and sweater is looking down.,the guy wearing the black shirt and sweater was looking down,0
A man is wearing a black shirt and sweater.,the guy wearing the black shirt and sweater was looking down,1
A man wearing a black shirt and sweater is looking up.,the guy wearing the black shirt and sweater was looking down,2
A man wearing a black shirt and sweater is looking down.,the guy wearing the black shirt and sweater was looking down at his feet,1
A man wearing a black shirt and sweater is looking down.,the guy wearing the black shirt and sweater was looking sideways,2
A man in a costume plays on his phone.,A performer is playing a game on his phone in between shows.,0
A man in a costume plays on her laptop.,A performer is playing a game on his phone in between shows.,2
A man in a gladiator costume plays on his phone.,A man plays with his dog.,2
A man in a gladiator costume plays on his phone.,A performer is playing a game on his phone in between shows.,1
A man in a gladiator costume plays on his phone.,A man plays with his phone.,0
A skier wearing yellow and black is getting ready.,The woman is preparing to begin skiing.,1
A female skier wearing yellow and black is getting ready.,The woman is preparing to begin skiing.,0
A skier wearing yellow and black is airborne.,The woman just began skiing.,1
A skier wearing yellow and black is airborne.,The woman is preparing to begin skiing.,2
A skier wearing yellow and black is airborne.,The person is a skier.,0
A man and woman are apparantly laughing.,The husband and his wife are remembering good times.,1
